Codigo Producto,Nombre Producto,Nutriente,Valor por 100g,Valor por porción
Código: 260818,Limón Malla 1 kg,Energía (kCal),29,29
Código: 260818,Limón Malla 1 kg,Proteínas (g),1,1
Código: 260818,Limón Malla 1 kg,Grasas Totales (g),0.3,0.3
Código: 260818,Limón Malla 1 kg,Hidratos de Carbono disponibles (g),53,53
Código: 260818,Limón Malla 1 kg,Azúcares totales (g),2.5,2.5
Código: 260818,Limón Malla 1 kg,Sodio (mg),2,2
Código: 1333653,Champiñón Bandeja 200 g,Energía (kCal),29,58
Código: 1333653,Champiñón Bandeja 200 g,Proteínas (g),4.7,9.4
Código: 1333653,Champiñón Bandeja 200 g,Grasas Totales (g),0.6,1.2
Código: 1333653,Champiñón Bandeja 200 g,Hidratos de Carbono disponibles (g),0.9,1.8
Código: 1333653,Champiñón Bandeja 200 g,Azúcares totales (g),0.5,1
Código: 1333653,Champiñón Bandeja 200 g,Sodio (mg),0,0
Código: 1463041,Lechuga Hidropónica Española 1 un.,Energía (kCal),13,6.5
Código: 1463041,Lechuga Hidropónica Española 1 un.,Proteínas (g),1.35,0.7
Código: 1463041,Lechuga Hidropónica Española 1 un.,Grasas Totales (g),0.22,0.1
Código: 1463041,Lechuga Hidropónica Española 1 un.,Hidratos de Carbono disponibles (g),2.23,1.1
Código: 1463041,Lechuga Hidropónica Española 1 un.,Azúcares totales (g),0.94,0.5
Código: 1463041,Lechuga Hidropónica Española 1 un.,Fibra (g),1.1,0.6
Código: 1463041,Lechuga Hidropónica Española 1 un.,Sodio (mg),5,2.5
Código: 1473035,Zanahoria Bolsa 1 kg,Energía (kCal),41,"29.5,41 / 29.5"
Código: 1473035,Zanahoria Bolsa 1 kg,Proteínas (g),0.93,"0.7,0.93 / 0.7"
Código: 1473035,Zanahoria Bolsa 1 kg,Grasas Totales (g),0.24,"0.2,0.24 / 0.2"
Código: 1473035,Zanahoria Bolsa 1 kg,Hidratos de Carbono disponibles (g),9.58,"6.9,9.58 / 6.9"
Código: 1473035,Zanahoria Bolsa 1 kg,Azúcares totales (g),4.74,"3.4,4.74 / 3.4"
Código: 1473035,Zanahoria Bolsa 1 kg,Fibra (g),2.8,"2,2.8 / 2"
Código: 1473035,Zanahoria Bolsa 1 kg,Sodio (mg),69,"49.7,69 / 49.7"
Código: 261044,Papa Malla 2 kg,Energía (kCal),86.4,129.6
Código: 261044,Papa Malla 2 kg,Proteínas (g),2.46,3.7
Código: 261044,Papa Malla 2 kg,Grasas Totales (g),0.2,0.3
Código: 261044,Papa Malla 2 kg,Hidratos de Carbono disponibles (g),18.8,28.2
Código: 261044,Papa Malla 2 kg,Azúcares totales (g),1,1.5
Código: 261044,Papa Malla 2 kg,Sodio (mg),25,37.5
Código: 506863,Palta Hass Malla 1 kg,Energía (kCal),167,50.1
Código: 506863,Palta Hass Malla 1 kg,Proteínas (g),2,0.6
Código: 506863,Palta Hass Malla 1 kg,Grasas Totales (g),15.4,4.6
Código: 506863,Palta Hass Malla 1 kg,Grasas Saturadas (g),2.1,0.6
Código: 506863,Palta Hass Malla 1 kg,Grasas Monoinsaturadas (g),9.8,2.9
Código: 506863,Palta Hass Malla 1 kg,Grasas Poliinsaturadas (g),1.8,0.5
Código: 506863,Palta Hass Malla 1 kg,Grasas trans (g),0,0
Código: 506863,Palta Hass Malla 1 kg,Colesterol (mg),0,0
Código: 506863,Palta Hass Malla 1 kg,Hidratos de Carbono disponibles (g),1.8,0.5
Código: 506863,Palta Hass Malla 1 kg,Azúcares totales (g),0.3,0.1
Código: 506863,Palta Hass Malla 1 kg,Fibra (g),0.3,0.1
Código: 506863,Palta Hass Malla 1 kg,Sodio (mg),8,2.4
Código: 260574,Cebolla Malla 3 un.,Energía (kCal),40,24
Código: 260574,Cebolla Malla 3 un.,Proteínas (g),1.1,0.7
Código: 260574,Cebolla Malla 3 un.,Grasas Totales (g),0.1,0.1
Código: 260574,Cebolla Malla 3 un.,Hidratos de Carbono disponibles (g),9.34,5.6
Código: 260574,Cebolla Malla 3 un.,Azúcares totales (g),4.24,2.5
Código: 260574,Cebolla Malla 3 un.,Sodio (mg),4,2.4
Código: 1497672,Frutilla Pote 300 g,Energía (kCal),30,30
Código: 1497672,Frutilla Pote 300 g,Proteínas (g),0.7,0.7
Código: 1497672,Frutilla Pote 300 g,Grasas Totales (g),0.1,0.1
Código: 1497672,Frutilla Pote 300 g,Hidratos de Carbono disponibles (g),7.4,7.4
Código: 1497672,Frutilla Pote 300 g,Azúcares totales (g),7.1,7.1
Código: 1497672,Frutilla Pote 300 g,Fibra (g),1.3,1.3
Código: 1497672,Frutilla Pote 300 g,Sodio (mg),0,0
Código: 1497673,Arándanos Pote 125 g,Energía (kCal),59.4,71.3
Código: 1497673,Arándanos Pote 125 g,Proteínas (g),1.6,1.9
Código: 1497673,Arándanos Pote 125 g,Grasas Totales (g),0.2,0.2
Código: 1497673,Arándanos Pote 125 g,Hidratos de Carbono disponibles (g),12.8,15.4
Código: 1497673,Arándanos Pote 125 g,Azúcares totales (g),7.8,9.4
Código: 1497673,Arándanos Pote 125 g,Fibra (g),2.1,2.5
Código: 1497673,Arándanos Pote 125 g,Sodio (mg),0,0
Código: 1560871,Mandarina Malla 1 kg,Energía (kCal),40,35.2
Código: 1560871,Mandarina Malla 1 kg,Proteínas (g),0.6,0.5
Código: 1560871,Mandarina Malla 1 kg,Grasas Totales (g),0.2,0.2
Código: 1560871,Mandarina Malla 1 kg,Hidratos de Carbono disponibles (g),9,7.9
Código: 1560871,Mandarina Malla 1 kg,Azúcares totales (g),10.5,9.2
Código: 1560871,Mandarina Malla 1 kg,Fibra (g),2,1.8
Código: 1560871,Mandarina Malla 1 kg,Sodio (mg),2,1.8
Código: 1641394,Zapallo Camote 1 un.,Energía (kCal),26,26
Código: 1641394,Zapallo Camote 1 un.,Proteínas (g),1,1
Código: 1641394,Zapallo Camote 1 un.,Grasas Totales (g),0.1,0.1
Código: 1641394,Zapallo Camote 1 un.,Hidratos de Carbono disponibles (g),6.5,6.5
Código: 1641394,Zapallo Camote 1 un.,Azúcares totales (g),2.76,2.8
Código: 1641394,Zapallo Camote 1 un.,Sodio (mg),1,1
Código: 261296,Tomate Larga Vida Malla 1 kg,Energía (kCal),18,27
Código: 261296,Tomate Larga Vida Malla 1 kg,Proteínas (g),0.9,1.4
Código: 261296,Tomate Larga Vida Malla 1 kg,Grasas Totales (g),0.2,0.3
Código: 261296,Tomate Larga Vida Malla 1 kg,Hidratos de Carbono disponibles (g),3.9,5.9
Código: 261296,Tomate Larga Vida Malla 1 kg,Azúcares totales (g),2.6,3.9
Código: 261296,Tomate Larga Vida Malla 1 kg,Sodio (mg),6,9
Código: 260784,Lechuga Escarola Bandeja 2 un.,Energía (kCal),14,14
Código: 260784,Lechuga Escarola Bandeja 2 un.,Proteínas (g),1,1
Código: 260784,Lechuga Escarola Bandeja 2 un.,Grasas Totales (g),0,0
Código: 260784,Lechuga Escarola Bandeja 2 un.,Hidratos de Carbono disponibles (g),3,3
Código: 260784,Lechuga Escarola Bandeja 2 un.,Azúcares totales (g),2,2
Código: 260784,Lechuga Escarola Bandeja 2 un.,Sodio (mg),10,10
Código: 260783,Lechuga Costina 1 un.,Energía (kCal),13,13
Código: 260783,Lechuga Costina 1 un.,Proteínas (g),1,1
Código: 260783,Lechuga Costina 1 un.,Grasas Totales (g),0,0
Código: 260783,Lechuga Costina 1 un.,Hidratos de Carbono disponibles (g),3,3
Código: 260783,Lechuga Costina 1 un.,Azúcares totales (g),2,2
Código: 260783,Lechuga Costina 1 un.,Sodio (mg),10,10
Código: 260621,Cilantro Paquete 120 g,Energía (kCal),23,6.9
Código: 260621,Cilantro Paquete 120 g,Proteínas (g),2.1,0.6
Código: 260621,Cilantro Paquete 120 g,Grasas Totales (g),0.5,0.2
Código: 260621,Cilantro Paquete 120 g,Hidratos de Carbono disponibles (g),3.7,1.1
Código: 260621,Cilantro Paquete 120 g,Azúcares totales (g),0.8,0.2
Código: 260621,Cilantro Paquete 120 g,Sodio (mg),46,13.8
Código: 260579,Cebollín Paquete 6 un.,Energía (kCal),38,30.4
Código: 260579,Cebollín Paquete 6 un.,Proteínas (g),1.2,1
Código: 260579,Cebollín Paquete 6 un.,Grasas Totales (g),0.2,0.2
Código: 260579,Cebollín Paquete 6 un.,Hidratos de Carbono disponibles (g),8.6,6.9
Código: 260579,Cebollín Paquete 6 un.,Azúcares totales (g),3.3,2.6
Código: 260579,Cebollín Paquete 6 un.,Sodio (mg),3,2.4
Código: 296640,Ajo 3 un.,Energía (kCal),132,5.1
Código: 296640,Ajo 3 un.,Proteínas (g),7.1,0.3
Código: 296640,Ajo 3 un.,Grasas Totales (g),0.1,0
Código: 296640,Ajo 3 un.,Hidratos de Carbono disponibles (g),25.7,1
Código: 296640,Ajo 3 un.,Azúcares totales (g),1,0
Código: 296640,Ajo 3 un.,Sodio (mg),19,0.7
Código: 1437556,Lechuga Escarola 1 un.,Energía (kCal),14,7
Código: 1437556,Lechuga Escarola 1 un.,Proteínas (g),0.9,0.5
Código: 1437556,Lechuga Escarola 1 un.,Grasas Totales (g),0.14,0.1
Código: 1437556,Lechuga Escarola 1 un.,Hidratos de Carbono disponibles (g),2.97,1.5
Código: 1437556,Lechuga Escarola 1 un.,Azúcares totales (g),1.97,1
Código: 1437556,Lechuga Escarola 1 un.,Fibra (g),1.2,0.6
Código: 1437556,Lechuga Escarola 1 un.,Sodio (mg),10,5
Código: 260965,Naranja Malla 2 kg,Energía (kCal),63,63
Código: 260965,Naranja Malla 2 kg,Proteínas (g),1.3,1.3
Código: 260965,Naranja Malla 2 kg,Grasas Totales (g),0.3,0.3
Código: 260965,Naranja Malla 2 kg,Grasas Saturadas (g),0,0
Código: 260965,Naranja Malla 2 kg,Grasas Monoinsaturadas (g),0,0
Código: 260965,Naranja Malla 2 kg,Grasas Poliinsaturadas (g),0,0
Código: 260965,Naranja Malla 2 kg,Grasas trans (g),0,0
Código: 260965,Naranja Malla 2 kg,Colesterol (mg),0,0
Código: 260965,Naranja Malla 2 kg,Hidratos de Carbono disponibles (g),15.5,15.5
Código: 260965,Naranja Malla 2 kg,Fibra (g),4.5,4.5
Código: 260965,Naranja Malla 2 kg,Sodio (mg),2,2
Código: 1939675,Lechuga Costina 2 un.,Energía (kCal),17,8.5
Código: 1939675,Lechuga Costina 2 un.,Proteínas (g),1.23,0.6
Código: 1939675,Lechuga Costina 2 un.,Grasas Totales (g),0.3,0.2
Código: 1939675,Lechuga Costina 2 un.,Hidratos de Carbono disponibles (g),3.29,1.6
Código: 1939675,Lechuga Costina 2 un.,Azúcares totales (g),1.19,0.6
Código: 1939675,Lechuga Costina 2 un.,Sodio (mg),8,4
Código: 1555303,Betarraga 5 un.,Energía (kCal),43,58.5
Código: 1555303,Betarraga 5 un.,Proteínas (g),1.61,2.2
Código: 1555303,Betarraga 5 un.,Grasas Totales (g),0.17,0.2
Código: 1555303,Betarraga 5 un.,Hidratos de Carbono disponibles (g),9.56,13
Código: 1555303,Betarraga 5 un.,Azúcares totales (g),6.76,9.2
Código: 1555303,Betarraga 5 un.,Sodio (mg),78,106.1
Código: 1463039,Lechuga Lollo Bionda Hidropónica 1 un.,Energía (kCal),15,7.5
Código: 1463039,Lechuga Lollo Bionda Hidropónica 1 un.,Proteínas (g),1.36,0.7
Código: 1463039,Lechuga Lollo Bionda Hidropónica 1 un.,Grasas Totales (g),0.15,0.1
Código: 1463039,Lechuga Lollo Bionda Hidropónica 1 un.,Hidratos de Carbono disponibles (g),2.87,1.4
Código: 1463039,Lechuga Lollo Bionda Hidropónica 1 un.,Azúcares totales (g),0.78,0.4
Código: 1463039,Lechuga Lollo Bionda Hidropónica 1 un.,Fibra (g),1.3,0.7
Código: 1463039,Lechuga Lollo Bionda Hidropónica 1 un.,Sodio (mg),28,14
Código: 260789,Lechuga Española 1 un.,Energía (kCal),16,0.8
Código: 260789,Lechuga Española 1 un.,Proteínas (g),1.3,0.1
Código: 260789,Lechuga Española 1 un.,Grasas Totales (g),0.2,0
Código: 260789,Lechuga Española 1 un.,Hidratos de Carbono disponibles (g),1.4,0.1
Código: 260789,Lechuga Española 1 un.,Azúcares totales (g),0.5,0
Código: 260789,Lechuga Española 1 un.,Sodio (mg),25,1.3
Código: 549191,Tomate Romanita 340 g,Energía (kCal),19,19
Código: 549191,Tomate Romanita 340 g,Proteínas (g),1.1,1.1
Código: 549191,Tomate Romanita 340 g,Grasas Totales (g),0,0
Código: 549191,Tomate Romanita 340 g,Hidratos de Carbono disponibles (g),3.6,3.6
Código: 549191,Tomate Romanita 340 g,Azúcares totales (g),3.5,3.5
Código: 549191,Tomate Romanita 340 g,Sodio (mg),11,11
Código: 261284,Tomate Cocktail Pote 250 g,Energía (kCal),18,18
Código: 261284,Tomate Cocktail Pote 250 g,Proteínas (g),1,1
Código: 261284,Tomate Cocktail Pote 250 g,Grasas Totales (g),0,0
Código: 261284,Tomate Cocktail Pote 250 g,Hidratos de Carbono disponibles (g),4,4
Código: 261284,Tomate Cocktail Pote 250 g,Azúcares totales (g),3,3
Código: 261284,Tomate Cocktail Pote 250 g,Sodio (mg),5,5
Código: 260727,Espinaca 500 g,Energía (kCal),23,23
Código: 260727,Espinaca 500 g,Proteínas (g),3,3
Código: 260727,Espinaca 500 g,Grasas Totales (g),0,0
Código: 260727,Espinaca 500 g,Hidratos de Carbono disponibles (g),3.8,3.8
Código: 260727,Espinaca 500 g,Azúcares totales (g),0.47,0.5
Código: 260727,Espinaca 500 g,Sodio (mg),70,70
Código: 507056,Cebolla Malla 1 kg,Energía (kCal),40,"24,40 / 24"
Código: 507056,Cebolla Malla 1 kg,Proteínas (g),1.1,"0.7,1.1 / 0.7"
Código: 507056,Cebolla Malla 1 kg,Grasas Totales (g),0.1,"0.1,0.1 / 0.1"
Código: 507056,Cebolla Malla 1 kg,Azúcares totales (g),4.24,"2.5,4.24 / 2.5"
Código: 507056,Cebolla Malla 1 kg,Sodio (mg),4,"2.4,4 / 2.4"
Código: 766649,Albahaca 1 un.,Energía (kCal),22,"1.1,22 / 1.1"
Código: 766649,Albahaca 1 un.,Proteínas (g),3.15,"0.2,3.15 / 0.2"
Código: 766649,Albahaca 1 un.,Grasas Totales (g),0.64,"0,0.64 / 0"
Código: 766649,Albahaca 1 un.,Colesterol (mg),0,"0,0 / 0"
Código: 766649,Albahaca 1 un.,Hidratos de Carbono disponibles (g),2.65,"0.1,2.65 / 0.1"
Código: 766649,Albahaca 1 un.,Azúcares totales (g),0.3,"0,0.3 / 0"
Código: 766649,Albahaca 1 un.,Sodio (mg),4,"0.2,4 / 0.2"
Código: 1916537,Ensalada Apio Bastones 500 g,Energía (kCal),16,8
Código: 1916537,Ensalada Apio Bastones 500 g,Proteínas (g),0.7,0.4
Código: 1916537,Ensalada Apio Bastones 500 g,Grasas Totales (g),0.2,0.1
Código: 1916537,Ensalada Apio Bastones 500 g,Hidratos de Carbono disponibles (g),3,1.5
Código: 1916537,Ensalada Apio Bastones 500 g,Azúcares totales (g),2,1
Código: 1916537,Ensalada Apio Bastones 500 g,Sodio (mg),80,40
Código: 1865083,Ensalada Repollo Morado 300 g,Energía (kCal),31,31
Código: 1865083,Ensalada Repollo Morado 300 g,Proteínas (g),1.5,1.5
Código: 1865083,Ensalada Repollo Morado 300 g,Grasas Totales (g),0.1,0.1
Código: 1865083,Ensalada Repollo Morado 300 g,Hidratos de Carbono disponibles (g),7,7
Código: 1865083,Ensalada Repollo Morado 300 g,Azúcares totales (g),4,4
Código: 1865083,Ensalada Repollo Morado 300 g,Sodio (mg),27,27
Código: 1865078,Ensalada Toscana 300 g,Energía (kCal),21,21
Código: 1865078,Ensalada Toscana 300 g,Proteínas (g),1,1
Código: 1865078,Ensalada Toscana 300 g,Grasas Totales (g),0.1,0.1
Código: 1865078,Ensalada Toscana 300 g,Hidratos de Carbono disponibles (g),4.5,4.5
Código: 1865078,Ensalada Toscana 300 g,Azúcares totales (g),2.7,2.7
Código: 1865078,Ensalada Toscana 300 g,Sodio (mg),21,21
Código: 1860565,Champiñón Bandeja 500 g,Energía (kCal),25,25
Código: 1860565,Champiñón Bandeja 500 g,Proteínas (g),2.1,2.1
Código: 1860565,Champiñón Bandeja 500 g,Grasas Totales (g),0.33,0.3
Código: 1860565,Champiñón Bandeja 500 g,Hidratos de Carbono disponibles (g),4.7,4.7
Código: 1860565,Champiñón Bandeja 500 g,Azúcares totales (g),0,0
Código: 1860565,Champiñón Bandeja 500 g,Sodio (mg),4,4
Código: 1800342,Bolsa de Papas Mixtas 650 g,Energía (kCal),54.4,27.2
Código: 1800342,Bolsa de Papas Mixtas 650 g,Proteínas (g),1.45,0.7
Código: 1800342,Bolsa de Papas Mixtas 650 g,Grasas Totales (g),0.09,0
Código: 1800342,Bolsa de Papas Mixtas 650 g,Hidratos de Carbono disponibles (g),12.4,6.2
Código: 1800342,Bolsa de Papas Mixtas 650 g,Azúcares totales (g),11.5,5.8
Código: 1800342,Bolsa de Papas Mixtas 650 g,Sodio (mg),1,0.5
Código: 1588699,Frutilla 500 g,Energía (kCal),30,30
Código: 1588699,Frutilla 500 g,Proteínas (g),0.7,0.7
Código: 1588699,Frutilla 500 g,Grasas Totales (g),0.1,0.1
Código: 1588699,Frutilla 500 g,Hidratos de Carbono disponibles (g),7.4,7.4
Código: 1588699,Frutilla 500 g,Azúcares totales (g),7.1,7.1
Código: 1588699,Frutilla 500 g,Fibra (g),1.3,1.3
Código: 1588699,Frutilla 500 g,Sodio (mg),0,0
Código: 1666705,Trio de Lechugas Hidropónicas Pura Hoja 1 un.,Energía (kCal),16,8
Código: 1666705,Trio de Lechugas Hidropónicas Pura Hoja 1 un.,Proteínas (g),1.33,0.7
Código: 1666705,Trio de Lechugas Hidropónicas Pura Hoja 1 un.,Grasas Totales (g),0.22,0.1
Código: 1666705,Trio de Lechugas Hidropónicas Pura Hoja 1 un.,Hidratos de Carbono disponibles (g),2.26,1.1
Código: 1666705,Trio de Lechugas Hidropónicas Pura Hoja 1 un.,Azúcares totales (g),0.48,0.2
Código: 1666705,Trio de Lechugas Hidropónicas Pura Hoja 1 un.,Fibra (g),0.9,0.5
Código: 1666705,Trio de Lechugas Hidropónicas Pura Hoja 1 un.,Sodio (mg),25,12.5
Código: 1256538,Lechuga Roble Verde Hidropónica 1 un.,Energía (kCal),15,7.5
Código: 1256538,Lechuga Roble Verde Hidropónica 1 un.,Proteínas (g),1.36,0.7
Código: 1256538,Lechuga Roble Verde Hidropónica 1 un.,Grasas Totales (g),0.15,0.1
Código: 1256538,Lechuga Roble Verde Hidropónica 1 un.,Hidratos de Carbono disponibles (g),2.87,1.4
Código: 1256538,Lechuga Roble Verde Hidropónica 1 un.,Azúcares totales (g),0.78,0.4
Código: 1256538,Lechuga Roble Verde Hidropónica 1 un.,Fibra (g),1.3,0.7
Código: 1256538,Lechuga Roble Verde Hidropónica 1 un.,Sodio (mg),28,14
Código: 260619,Ciboulette Display 20 g,Energía (kCal),30,30
Código: 260619,Ciboulette Display 20 g,Proteínas (g),3.27,3.27
Código: 260619,Ciboulette Display 20 g,Grasas Totales (g),0.73,0.73
Código: 260619,Ciboulette Display 20 g,Hidratos de Carbono disponibles (g),4.35,4.35
Código: 260619,Ciboulette Display 20 g,Azúcares totales (g),1.85,1.85
Código: 260619,Ciboulette Display 20 g,Fibra (g),2.5,2.5
Código: 260619,Ciboulette Display 20 g,Sodio (mg),3,3
Código: 509025,Ajo 2 un.,Energía (kCal),149,12.4
Código: 509025,Ajo 2 un.,Proteínas (g),6.63,0.6
Código: 509025,Ajo 2 un.,Grasas Totales (g),0.25,0
Código: 509025,Ajo 2 un.,Hidratos de Carbono disponibles (g),33.1,2.7
Código: 509025,Ajo 2 un.,Azúcares totales (g),1,0.1
Código: 509025,Ajo 2 un.,Sodio (mg),17,1.4
Código: 1441544,Lechuga Francesa 1 un.,Energía (kCal),13,6.5
Código: 1441544,Lechuga Francesa 1 un.,Proteínas (g),1.35,0.7
Código: 1441544,Lechuga Francesa 1 un.,Grasas Totales (g),0.22,0.1
Código: 1441544,Lechuga Francesa 1 un.,Hidratos de Carbono disponibles (g),2.23,1.1
Código: 1441544,Lechuga Francesa 1 un.,Azúcares totales (g),0.94,0.5
Código: 1441544,Lechuga Francesa 1 un.,Sodio (mg),5,2.5
Código: 260480,Albahaca 30 g,Energía (kCal),50,1.5
Código: 260480,Albahaca 30 g,Proteínas (g),2.8,0.1
Código: 260480,Albahaca 30 g,Grasas Totales (g),0.9,0
Código: 260480,Albahaca 30 g,Hidratos de Carbono disponibles (g),7.7,0.2
Código: 260480,Albahaca 30 g,Azúcares totales (g),1,0
Código: 260480,Albahaca 30 g,Fibra (g),1.1,0
Código: 260480,Albahaca 30 g,Sodio (mg),10.3,0.3
Código: 1497679,Arándano 300 g,Energía (kCal),57,57
Código: 1497679,Arándano 300 g,Proteínas (g),0.7,0.7
Código: 1497679,Arándano 300 g,Grasas Totales (g),0.3,0.3
Código: 1497679,Arándano 300 g,Hidratos de Carbono disponibles (g),14.5,14.5
Código: 1497679,Arándano 300 g,Azúcares totales (g),10,10
Código: 1497679,Arándano 300 g,Sodio (mg),1,1
Código: 261068,Pepino Alaska 1 un.,Energía (kCal),15,15
Código: 261068,Pepino Alaska 1 un.,Proteínas (g),0.6,0.6
Código: 261068,Pepino Alaska 1 un.,Grasas Totales (g),0,0
Código: 261068,Pepino Alaska 1 un.,Hidratos de Carbono disponibles (g),3.6,3.6
Código: 261068,Pepino Alaska 1 un.,Azúcares totales (g),1.6,1.6
Código: 261068,Pepino Alaska 1 un.,Sodio (mg),2,2
Código: 261047,Papas Souflé Malla 2 kg,Energía (kCal),86.4,43.2
Código: 261047,Papas Souflé Malla 2 kg,Proteínas (g),2.46,1.2
Código: 261047,Papas Souflé Malla 2 kg,Grasas Totales (g),0.2,0.1
Código: 261047,Papas Souflé Malla 2 kg,Hidratos de Carbono disponibles (g),18.8,9.4
Código: 261047,Papas Souflé Malla 2 kg,Azúcares totales (g),1,0.5
Código: 261047,Papas Souflé Malla 2 kg,Sodio (mg),25,12.5
Código: 260774,Jengibre 100 g,Energía (kCal),80,8.8
Código: 260774,Jengibre 100 g,Proteínas (g),1.8,0.2
Código: 260774,Jengibre 100 g,Grasas Totales (g),0.7,0.1
Código: 260774,Jengibre 100 g,Hidratos de Carbono disponibles (g),17.7,1.9
Código: 260774,Jengibre 100 g,Azúcares totales (g),3.1,0.3
Código: 260774,Jengibre 100 g,Sodio (mg),11.7,1.3
Código: 1227317,Cilantro Baby 60 g,Energía (kCal),23,3.5
Código: 1227317,Cilantro Baby 60 g,Proteínas (g),2.1,0.3
Código: 1227317,Cilantro Baby 60 g,Grasas Totales (g),0.5,0.1
Código: 1227317,Cilantro Baby 60 g,Hidratos de Carbono disponibles (g),3.7,0.6
Código: 1227317,Cilantro Baby 60 g,Azúcares totales (g),0.8,0.1
Código: 1227317,Cilantro Baby 60 g,Sodio (mg),46,6.9
Código: 260618,Ciboulette Paquete 20 g,Energía (kCal),3,0.2
Código: 260618,Ciboulette Paquete 20 g,Proteínas (g),3.3,0.2
Código: 260618,Ciboulette Paquete 20 g,Grasas Totales (g),0.7,0
Código: 260618,Ciboulette Paquete 20 g,Hidratos de Carbono disponibles (g),44,2.2
Código: 260618,Ciboulette Paquete 20 g,Azúcares totales (g),7,0.4
Código: 260618,Ciboulette Paquete 20 g,Sodio (mg),1,0.1
Código: 260612,Choclo 4 un.,Energía (kCal),86,129
Código: 260612,Choclo 4 un.,Proteínas (g),3.27,4.9
Código: 260612,Choclo 4 un.,Grasas Totales (g),1.35,2
Código: 260612,Choclo 4 un.,Hidratos de Carbono disponibles (g),18.7,28.1
Código: 260612,Choclo 4 un.,Azúcares totales (g),6.26,9.4
Código: 260612,Choclo 4 un.,Sodio (mg),15,22.5
Código: 260559,Cebolla Morada 1 kg,Energía (kCal),40,40
Código: 260559,Cebolla Morada 1 kg,Proteínas (g),1.1,1.1
Código: 260559,Cebolla Morada 1 kg,Grasas Totales (g),0.1,0.1
Código: 260559,Cebolla Morada 1 kg,Hidratos de Carbono disponibles (g),9.3,9.3
Código: 260559,Cebolla Morada 1 kg,Fibra (g),1.7,1.7
Código: 260559,Cebolla Morada 1 kg,Sodio (mg),4,4
Código: 260515,Berenjena 1 un.,Energía (kCal),25,"20.5,25 / 20.5"
Código: 260515,Berenjena 1 un.,Proteínas (g),0.98,"0.8,0.98 / 0.8"
Código: 260515,Berenjena 1 un.,Grasas Totales (g),0.18,"0.1,0.18 / 0.1"
Código: 260515,Berenjena 1 un.,Hidratos de Carbono disponibles (g),5.88,"4.8,5.88 / 4.8"
Código: 260515,Berenjena 1 un.,Azúcares totales (g),3.53,"2.9,3.53 / 2.9"
Código: 260515,Berenjena 1 un.,Sodio (mg),2,"1.6,2 / 1.6"
Código: 996753,Apio Bastón Dole 500 g,Energía (kCal),16,19.2
Código: 996753,Apio Bastón Dole 500 g,Proteínas (g),1,1.2
Código: 996753,Apio Bastón Dole 500 g,Grasas Totales (g),0,0
Código: 996753,Apio Bastón Dole 500 g,Hidratos de Carbono disponibles (g),3,3.6
Código: 996753,Apio Bastón Dole 500 g,Azúcares totales (g),2,2.4
Código: 996753,Apio Bastón Dole 500 g,Sodio (mg),80,96
Código: 260958,Naranja Jugo Malla 3 kg,Energía (kCal),47,56.4
Código: 260958,Naranja Jugo Malla 3 kg,Proteínas (g),0.94,1.1
Código: 260958,Naranja Jugo Malla 3 kg,Grasas Totales (g),0.12,0.1
Código: 260958,Naranja Jugo Malla 3 kg,Hidratos de Carbono disponibles (g),11.75,14.1
Código: 260958,Naranja Jugo Malla 3 kg,Azúcares totales (g),9.35,11.2
Código: 260958,Naranja Jugo Malla 3 kg,Fibra (g),2.4,2.9
Código: 260958,Naranja Jugo Malla 3 kg,Sodio (mg),0,0
Código: 260662,Apio Corte Media Luna 500 g,Energía (kCal),15,7.5
Código: 260662,Apio Corte Media Luna 500 g,Proteínas (g),0.7,0.4
Código: 260662,Apio Corte Media Luna 500 g,Grasas Totales (g),0.2,0.1
Código: 260662,Apio Corte Media Luna 500 g,Hidratos de Carbono disponibles (g),3.4,1.7
Código: 260662,Apio Corte Media Luna 500 g,Azúcares totales (g),1.8,0.9
Código: 260662,Apio Corte Media Luna 500 g,Sodio (mg),82,41
Código: 1964566,Zanahoria Baby 454 g,Energía (kCal),41,34.9
Código: 1964566,Zanahoria Baby 454 g,Proteínas (g),0.9,0.8
Código: 1964566,Zanahoria Baby 454 g,Grasas Totales (g),0.2,0.2
Código: 1964566,Zanahoria Baby 454 g,Hidratos de Carbono disponibles (g),9,7.7
Código: 1964566,Zanahoria Baby 454 g,Azúcares totales (g),4.7,4
Código: 1964566,Zanahoria Baby 454 g,Sodio (mg),65,55.3
Código: 1865082,Ensalada Lechuga Escarola 300 g,Energía (kCal),14,14
Código: 1865082,Ensalada Lechuga Escarola 300 g,Proteínas (g),1,1
Código: 1865082,Ensalada Lechuga Escarola 300 g,Grasas Totales (g),0.1,0.1
Código: 1865082,Ensalada Lechuga Escarola 300 g,Hidratos de Carbono disponibles (g),3,3
Código: 1865082,Ensalada Lechuga Escarola 300 g,Azúcares totales (g),2,2
Código: 1865082,Ensalada Lechuga Escarola 300 g,Sodio (mg),10,10
Código: 1865081,Ensalada Repollo y Zanahoria 300 g,Energía (kCal),30,30
Código: 1865081,Ensalada Repollo y Zanahoria 300 g,Proteínas (g),1.18,1.2
Código: 1865081,Ensalada Repollo y Zanahoria 300 g,Grasas Totales (g),0.1,0.1
Código: 1865081,Ensalada Repollo y Zanahoria 300 g,Hidratos de Carbono disponibles (g),6.93,6.9
