Codigo Producto,Nombre Producto,Nutriente,Valor por 100g,Valor por porción
Código: 260456,Achicoria unid,Sodio (mg),10,8.5
Código: 451424,Ensalada Repollo Blanco Bolsa 600 g,Energía (kCal),25,12.5
Código: 451424,Ensalada Repollo Blanco Bolsa 600 g,Proteínas (g),1.8,0.9
Código: 451424,Ensalada Repollo Blanco Bolsa 600 g,Grasas Totales (g),0.3,0.2
Código: 451424,Ensalada Repollo Blanco Bolsa 600 g,Hidratos de Carbono disponibles (g),5.2,2.6
Código: 451424,Ensalada Repollo Blanco Bolsa 600 g,Azúcares totales (g),2.3,1.2
Código: 451424,Ensalada Repollo Blanco Bolsa 600 g,Sodio (mg),22,11
Código: 1550295,Brotes de Rabanito Agrosano 70 g,Energía (kCal),43,10.8
Código: 1550295,Brotes de Rabanito Agrosano 70 g,Proteínas (g),3.8,1
Código: 1550295,Brotes de Rabanito Agrosano 70 g,Grasas Totales (g),2.5,0.6
Código: 1550295,Brotes de Rabanito Agrosano 70 g,Hidratos de Carbono disponibles (g),3.6,0.9
Código: 1550295,Brotes de Rabanito Agrosano 70 g,Azúcares totales (g),1.2,0.3
Código: 1550295,Brotes de Rabanito Agrosano 70 g,Sodio (mg),6,1.5
Código: 1582529,Diente de Dragón Agrosano 1 kg,Energía (kCal),24,24
Código: 1582529,Diente de Dragón Agrosano 1 kg,Proteínas (g),2,2
Código: 1582529,Diente de Dragón Agrosano 1 kg,Grasas Totales (g),0,0
Código: 1582529,Diente de Dragón Agrosano 1 kg,Hidratos de Carbono disponibles (g),5,5
Código: 1582529,Diente de Dragón Agrosano 1 kg,Azúcares totales (g),5,5
Código: 1582529,Diente de Dragón Agrosano 1 kg,Sodio (mg),3,3
Código: 260627,Cochayuyo 1 un.,Energía (kCal),82,23.4
Código: 260627,Cochayuyo 1 un.,Proteínas (g),11.26,3.2
Código: 260627,Cochayuyo 1 un.,Grasas Totales (g),0.27,0.1
Código: 260627,Cochayuyo 1 un.,Hidratos de Carbono disponibles (g),8.67,2.5
Código: 260627,Cochayuyo 1 un.,Azúcares totales (g),0.73,0.2
Código: 260627,Cochayuyo 1 un.,Fibra (g),47.5,13.5
Código: 260627,Cochayuyo 1 un.,Sodio (mg),3460,986.1
Código: 574132,Ciruelas Sin Carozo Surco 250 g,Energía (kCal),240,72
Código: 574132,Ciruelas Sin Carozo Surco 250 g,Proteínas (g),2.2,0.7
Código: 574132,Ciruelas Sin Carozo Surco 250 g,Grasas Totales (g),0.4,0.1
Código: 574132,Ciruelas Sin Carozo Surco 250 g,Hidratos de Carbono disponibles (g),56.8,17
Código: 574132,Ciruelas Sin Carozo Surco 250 g,Azúcares totales (g),38.1,11.4
Código: 574132,Ciruelas Sin Carozo Surco 250 g,Sodio (mg),2,0.6
Código: 976008,Repollo Blanco Dole 600 g,Energía (kCal),25,25
Código: 976008,Repollo Blanco Dole 600 g,Proteínas (g),1,1
Código: 976008,Repollo Blanco Dole 600 g,Grasas Totales (g),0,0
Código: 976008,Repollo Blanco Dole 600 g,Hidratos de Carbono disponibles (g),6,6
Código: 976008,Repollo Blanco Dole 600 g,Azúcares totales (g),3,3
Código: 976008,Repollo Blanco Dole 600 g,Sodio (mg),18,18
Código: 260717,Ensalada Dole Napolitana Repollo Blanco y Zanahoria Dole 600 g,Energía (kCal),30,30
Código: 260717,Ensalada Dole Napolitana Repollo Blanco y Zanahoria Dole 600 g,Proteínas (g),1,1
Código: 260717,Ensalada Dole Napolitana Repollo Blanco y Zanahoria Dole 600 g,Grasas Totales (g),0,0
Código: 260717,Ensalada Dole Napolitana Repollo Blanco y Zanahoria Dole 600 g,Hidratos de Carbono disponibles (g),7,7
Código: 260717,Ensalada Dole Napolitana Repollo Blanco y Zanahoria Dole 600 g,Azúcares totales (g),4,4
Código: 260717,Ensalada Dole Napolitana Repollo Blanco y Zanahoria Dole 600 g,Sodio (mg),33,33
Código: 1083691,Lucuma Sabor Peruano 500 g,Energía (kCal),99,82.2
Código: 1083691,Lucuma Sabor Peruano 500 g,Proteínas (g),1.4,1.2
Código: 1083691,Lucuma Sabor Peruano 500 g,Grasas Totales (g),0.3,0.2
Código: 1083691,Lucuma Sabor Peruano 500 g,Hidratos de Carbono disponibles (g),22.3,18.5
Código: 1083691,Lucuma Sabor Peruano 500 g,Azúcares totales (g),14.6,12.1
Código: 1083691,Lucuma Sabor Peruano 500 g,Sodio (mg),2,1.7
Código: 1983596,Semilla de Amapola 300 g,Energía (kCal),533,10.7
Código: 1983596,Semilla de Amapola 300 g,Proteínas (g),18,0.4
Código: 1983596,Semilla de Amapola 300 g,Grasas Totales (g),44.7,0.9
Código: 1983596,Semilla de Amapola 300 g,Colesterol (mg),0,0
Código: 1983596,Semilla de Amapola 300 g,Hidratos de Carbono disponibles (g),23.7,0.5
Código: 1983596,Semilla de Amapola 300 g,Azúcares totales (g),13.7,0.3
Código: 1983596,Semilla de Amapola 300 g,Sodio (mg),21,0.4
Código: 1983603,Damasco Turco 700 g,Energía (kCal),258,64.5
Código: 1983603,Damasco Turco 700 g,Proteínas (g),2.5,0.6
Código: 1983603,Damasco Turco 700 g,Grasas Totales (g),0.1,0
Código: 1983603,Damasco Turco 700 g,Colesterol (mg),0,0
Código: 1983603,Damasco Turco 700 g,Hidratos de Carbono disponibles (g),62,15.5
Código: 1983603,Damasco Turco 700 g,Azúcares totales (g),31,7.8
Código: 1983603,Damasco Turco 700 g,Sodio (mg),5.8,1.5
Código: 1983600,Manzana Anillo Deshidratada 300 g,Energía (kCal),244,73.2
Código: 1983600,Manzana Anillo Deshidratada 300 g,Proteínas (g),0.3,0.1
Código: 1983600,Manzana Anillo Deshidratada 300 g,Grasas Totales (g),0.1,0
Código: 1983600,Manzana Anillo Deshidratada 300 g,Colesterol (mg),0,0
Código: 1983600,Manzana Anillo Deshidratada 300 g,Hidratos de Carbono disponibles (g),60,18
Código: 1983600,Manzana Anillo Deshidratada 300 g,Azúcares totales (g),59,17.7
Código: 1983600,Manzana Anillo Deshidratada 300 g,Sodio (mg),113,33.9
Código: 1973833,Castañas de Cajú Sin Sal 350 g,Energía (kCal),574,172.2
Código: 1973833,Castañas de Cajú Sin Sal 350 g,Proteínas (g),15,4.5
Código: 1973833,Castañas de Cajú Sin Sal 350 g,Grasas Totales (g),46,13.8
Código: 1973833,Castañas de Cajú Sin Sal 350 g,Grasas Saturadas (g),9.2,2.8
Código: 1973833,Castañas de Cajú Sin Sal 350 g,Grasas Monoinsaturadas (g),27,8.1
Código: 1973833,Castañas de Cajú Sin Sal 350 g,Grasas Poliinsaturadas (g),7.8,2.3
Código: 1973833,Castañas de Cajú Sin Sal 350 g,Grasas trans (g),0,0
Código: 1973833,Castañas de Cajú Sin Sal 350 g,Colesterol (mg),0,0
Código: 1973833,Castañas de Cajú Sin Sal 350 g,Hidratos de Carbono disponibles (g),33,9.9
Código: 1973833,Castañas de Cajú Sin Sal 350 g,Azúcares totales (g),5,1.5
Código: 1973833,Castañas de Cajú Sin Sal 350 g,Fibra (g),3,0.9
Código: 1973833,Castañas de Cajú Sin Sal 350 g,Sodio (mg),16,4.8
Código: 1955805,Maní Tostado Sin Piel 500 g,Energía (kCal),596,89.4
Código: 1955805,Maní Tostado Sin Piel 500 g,Proteínas (g),26,3.9
Código: 1955805,Maní Tostado Sin Piel 500 g,Grasas Totales (g),50,7.5
Código: 1955805,Maní Tostado Sin Piel 500 g,Grasas Saturadas (g),6.5,1
Código: 1955805,Maní Tostado Sin Piel 500 g,Grasas Monoinsaturadas (g),41,6.2
Código: 1955805,Maní Tostado Sin Piel 500 g,Grasas Poliinsaturadas (g),2.5,0.4
Código: 1955805,Maní Tostado Sin Piel 500 g,Grasas trans (g),0,0
Código: 1955805,Maní Tostado Sin Piel 500 g,Colesterol (mg),0,0
Código: 1955805,Maní Tostado Sin Piel 500 g,Hidratos de Carbono disponibles (g),11,1.7
Código: 1955805,Maní Tostado Sin Piel 500 g,Azúcares totales (g),6.6,1
Código: 1955805,Maní Tostado Sin Piel 500 g,Fibra (g),9,1.4
Código: 1955805,Maní Tostado Sin Piel 500 g,Sodio (mg),0,0
Código: 1952065,Choclo Cocido 2 un.,Energía (kCal),50,100
Código: 1952065,Choclo Cocido 2 un.,Proteínas (g),0.54,1.1
Código: 1952065,Choclo Cocido 2 un.,Grasas Totales (g),0.12,0.2
Código: 1952065,Choclo Cocido 2 un.,Hidratos de Carbono disponibles (g),13.12,26.2
Código: 1952065,Choclo Cocido 2 un.,Azúcares totales (g),9.85,19.7
Código: 1952065,Choclo Cocido 2 un.,Sodio (mg),1,2
Código: 1898907,Dientes de Ajo Negro Chilote 125 g,Energía (kCal),194,38.8
Código: 1898907,Dientes de Ajo Negro Chilote 125 g,Proteínas (g),3.1,0.6
Código: 1898907,Dientes de Ajo Negro Chilote 125 g,Grasas Totales (g),0.3,0.1
Código: 1898907,Dientes de Ajo Negro Chilote 125 g,Hidratos de Carbono disponibles (g),44.7,8.9
Código: 1898907,Dientes de Ajo Negro Chilote 125 g,Azúcares totales (g),27.3,5.5
Código: 1898907,Dientes de Ajo Negro Chilote 125 g,Fibra (g),9.5,1.9
Código: 1898907,Dientes de Ajo Negro Chilote 125 g,Sodio (mg),10.9,2.2
Código: 1898586,Habas Fritas Saladas 400 g,Energía (kCal),467,140.1
Código: 1898586,Habas Fritas Saladas 400 g,Proteínas (g),23.3,7
Código: 1898586,Habas Fritas Saladas 400 g,Grasas Totales (g),21.6,6.5
Código: 1898586,Habas Fritas Saladas 400 g,Grasas Saturadas (g),1.8,0.5
Código: 1898586,Habas Fritas Saladas 400 g,Grasas Monoinsaturadas (g),17,5.1
Código: 1898586,Habas Fritas Saladas 400 g,Grasas Poliinsaturadas (g),2.5,0.8
Código: 1898586,Habas Fritas Saladas 400 g,Grasas trans (g),0,0
Código: 1898586,Habas Fritas Saladas 400 g,Colesterol (mg),0,0
Código: 1898586,Habas Fritas Saladas 400 g,Hidratos de Carbono disponibles (g),50,15
Código: 1898586,Habas Fritas Saladas 400 g,Azúcares totales (g),4,1.2
Código: 1898586,Habas Fritas Saladas 400 g,Fibra (g),10.5,3.2
Código: 1898586,Habas Fritas Saladas 400 g,Sodio (mg),515,154.5
Código: 1898593,Huesillo Extra Grande700 g,Energía (kCal),230,138
Código: 1898593,Huesillo Extra Grande700 g,Proteínas (g),4.4,2.6
Código: 1898593,Huesillo Extra Grande700 g,Grasas Totales (g),0.4,0.2
Código: 1898593,Huesillo Extra Grande700 g,Hidratos de Carbono disponibles (g),52.2,31.3
Código: 1898593,Huesillo Extra Grande700 g,Azúcares totales (g),42,25.2
Código: 1898593,Huesillo Extra Grande700 g,Sodio (mg),112,67.2
Código: 1897115,Mix Power 700 g,Energía (kCal),556,166.8
Código: 1897115,Mix Power 700 g,Proteínas (g),18.9,5.7
Código: 1897115,Mix Power 700 g,Grasas Totales (g),44.4,13.3
Código: 1897115,Mix Power 700 g,Grasas Saturadas (g),8.9,2.7
Código: 1897115,Mix Power 700 g,Grasas Monoinsaturadas (g),17,5.1
Código: 1897115,Mix Power 700 g,Grasas Poliinsaturadas (g),15.1,4.5
Código: 1897115,Mix Power 700 g,Grasas trans (g),0,0
Código: 1897115,Mix Power 700 g,Colesterol (mg),0,0
Código: 1897115,Mix Power 700 g,Hidratos de Carbono disponibles (g),20.3,6.1
Código: 1897115,Mix Power 700 g,Azúcares totales (g),14.2,4.3
Código: 1897115,Mix Power 700 g,Fibra (g),8.6,2.6
Código: 1897115,Mix Power 700 g,Sodio (mg),16.9,5.1
Código: 1845792,Tallarines de Zanahoria 400 g,Energía (kCal),41,54.5
Código: 1845792,Tallarines de Zanahoria 400 g,Proteínas (g),1,1.3
Código: 1845792,Tallarines de Zanahoria 400 g,Grasas Totales (g),0,0
Código: 1845792,Tallarines de Zanahoria 400 g,Hidratos de Carbono disponibles (g),10,13.3
Código: 1845792,Tallarines de Zanahoria 400 g,Azúcares totales (g),5,6.7
Código: 1845792,Tallarines de Zanahoria 400 g,Sodio (mg),69,91.8
Código: 1840700,Mix Asiáticos Agrolam Procesado Bandeja 120 g,Energía (kCal),18.5,9.3
Código: 1840700,Mix Asiáticos Agrolam Procesado Bandeja 120 g,Proteínas (g),1.93,1
Código: 1840700,Mix Asiáticos Agrolam Procesado Bandeja 120 g,Grasas Totales (g),0.4,0.2
Código: 1840700,Mix Asiáticos Agrolam Procesado Bandeja 120 g,Hidratos de Carbono disponibles (g),2.86,1.4
Código: 1840700,Mix Asiáticos Agrolam Procesado Bandeja 120 g,Azúcares totales (g),1.77,0.9
Código: 1840700,Mix Asiáticos Agrolam Procesado Bandeja 120 g,Sodio (mg),47,23.5
Código: 1829999,Tatsoi Baby Agrolam Bandeja 120 g,Energía (kCal),13,6.5
Código: 1829999,Tatsoi Baby Agrolam Bandeja 120 g,Proteínas (g),1.5,0.8
Código: 1829999,Tatsoi Baby Agrolam Bandeja 120 g,Grasas Totales (g),0.2,0.1
Código: 1829999,Tatsoi Baby Agrolam Bandeja 120 g,Hidratos de Carbono disponibles (g),2.18,1.1
Código: 1829999,Tatsoi Baby Agrolam Bandeja 120 g,Azúcares totales (g),1.18,0.6
Código: 1829999,Tatsoi Baby Agrolam Bandeja 120 g,Sodio (mg),65,32.5
Código: 1842278,Mix Power Mix 700 g,Energía (kCal),487,146.1
Código: 1842278,Mix Power Mix 700 g,Proteínas (g),17,5.1
Código: 1842278,Mix Power Mix 700 g,Grasas Totales (g),34,10.2
Código: 1842278,Mix Power Mix 700 g,Grasas Saturadas (g),6,1.8
Código: 1842278,Mix Power Mix 700 g,Grasas Monoinsaturadas (g),22,6.6
Código: 1842278,Mix Power Mix 700 g,Grasas Poliinsaturadas (g),5,1.5
Código: 1842278,Mix Power Mix 700 g,Grasas trans (g),0,0
Código: 1842278,Mix Power Mix 700 g,Colesterol (mg),0,0
Código: 1842278,Mix Power Mix 700 g,Hidratos de Carbono disponibles (g),33,9.9
Código: 1842278,Mix Power Mix 700 g,Azúcares totales (g),21,6.3
Código: 1842278,Mix Power Mix 700 g,Sodio (mg),12,3.6
Código: 1800805,Ciruela Con Carozo 250 g,Energía (kCal),200,60
Código: 1800805,Ciruela Con Carozo 250 g,Proteínas (g),3.1,0.9
Código: 1800805,Ciruela Con Carozo 250 g,Grasas Totales (g),0.3,0.1
Código: 1800805,Ciruela Con Carozo 250 g,Hidratos de Carbono disponibles (g),46.2,13.9
Código: 1800805,Ciruela Con Carozo 250 g,Azúcares totales (g),26.1,7.8
Código: 1800805,Ciruela Con Carozo 250 g,Sodio (mg),55.9,16.8
Código: 1800790,Goji 100 g,Energía (kCal),302,90.6
Código: 1800790,Goji 100 g,Proteínas (g),14.3,4.3
Código: 1800790,Goji 100 g,Grasas Totales (g),1.8,0.5
Código: 1800790,Goji 100 g,Hidratos de Carbono disponibles (g),57.1,17.1
Código: 1800790,Goji 100 g,Azúcares totales (g),46.4,13.9
Código: 1800790,Goji 100 g,Sodio (mg),375,112.5
Código: 1741029,Piña Rodaja 152 g,Energía (kCal),370,111
Código: 1741029,Piña Rodaja 152 g,Proteínas (g),0,0
Código: 1741029,Piña Rodaja 152 g,Grasas Totales (g),1.5,0.5
Código: 1741029,Piña Rodaja 152 g,Colesterol (mg),0,0
Código: 1741029,Piña Rodaja 152 g,Hidratos de Carbono disponibles (g),93,27.9
Código: 1741029,Piña Rodaja 152 g,Azúcares totales (g),77,23.1
Código: 1741029,Piña Rodaja 152 g,Fibra (g),0,0
Código: 1741029,Piña Rodaja 152 g,Sodio (mg),140,42
Código: 1741027,Mango En Lonja 150 g,Energía (kCal),360,108
Código: 1741027,Mango En Lonja 150 g,Proteínas (g),1,0.3
Código: 1741027,Mango En Lonja 150 g,Grasas Totales (g),0,0
Código: 1741027,Mango En Lonja 150 g,Hidratos de Carbono disponibles (g),89,26.7
Código: 1741027,Mango En Lonja 150 g,Azúcares totales (g),42,12.6
Código: 1741027,Mango En Lonja 150 g,Fibra (g),2,0.6
Código: 1741027,Mango En Lonja 150 g,Sodio (mg),95,28.5
Código: 1740924,Pack Mix Pasas y Arándano 90 g,Energía (kCal),301,90.3
Código: 1740924,Pack Mix Pasas y Arándano 90 g,Proteínas (g),2.88,0.9
Código: 1740924,Pack Mix Pasas y Arándano 90 g,Grasas Totales (g),0.6,0.2
Código: 1740924,Pack Mix Pasas y Arándano 90 g,Colesterol (mg),0,0
Código: 1740924,Pack Mix Pasas y Arándano 90 g,Hidratos de Carbono disponibles (g),77.3,23.2
Código: 1740924,Pack Mix Pasas y Arándano 90 g,Azúcares totales (g),59.8,17.9
Código: 1740924,Pack Mix Pasas y Arándano 90 g,Fibra (g),3.6,1.1
Código: 1740924,Pack Mix Pasas y Arándano 90 g,Sodio (mg),12.7,3.8
Código: 1724561,Mezcla Almendras 100 g,Energía (kCal),483,120.8
Código: 1724561,Mezcla Almendras 100 g,Proteínas (g),21,5.3
Código: 1724561,Mezcla Almendras 100 g,Grasas Totales (g),39,9.8
Código: 1724561,Mezcla Almendras 100 g,Grasas Saturadas (g),4.1,1
Código: 1724561,Mezcla Almendras 100 g,Grasas Monoinsaturadas (g),21,5.3
Código: 1724561,Mezcla Almendras 100 g,Grasas Poliinsaturadas (g),14,3.5
Código: 1724561,Mezcla Almendras 100 g,Grasas trans (g),0.3,0.1
Código: 1724561,Mezcla Almendras 100 g,Colesterol (mg),0,0
Código: 1724561,Mezcla Almendras 100 g,Hidratos de Carbono disponibles (g),11.8,3
Código: 1724561,Mezcla Almendras 100 g,Azúcares totales (g),11.7,2.9
Código: 1724561,Mezcla Almendras 100 g,Sodio (mg),18,4.5
Código: 1696046,Zapallo Trozo Orgánico 500 g,Energía (kCal),26,26
Código: 1696046,Zapallo Trozo Orgánico 500 g,Proteínas (g),1,1
Código: 1696046,Zapallo Trozo Orgánico 500 g,Grasas Totales (g),0.1,0.1
Código: 1696046,Zapallo Trozo Orgánico 500 g,Hidratos de Carbono disponibles (g),6.5,6.5
Código: 1696046,Zapallo Trozo Orgánico 500 g,Azúcares totales (g),2.76,2.76
Código: 1696046,Zapallo Trozo Orgánico 500 g,Fibra (g),0.5,0.5
Código: 1691590,Hearty Greens Mix Pote 150 g,Energía (kCal),55,41.3
Código: 1691590,Hearty Greens Mix Pote 150 g,Proteínas (g),3.4,2.6
Código: 1691590,Hearty Greens Mix Pote 150 g,Grasas Totales (g),1,0.8
Código: 1691590,Hearty Greens Mix Pote 150 g,Hidratos de Carbono disponibles (g),8,6
Código: 1691590,Hearty Greens Mix Pote 150 g,Azúcares totales (g),0,0
Código: 1691590,Hearty Greens Mix Pote 150 g,Sodio (mg),61,45.8
Código: 1613764,Mix Brotes Vegetales,Energía (kCal),63,25.2
Código: 1613764,Mix Brotes Vegetales,Proteínas (g),3,1.2
Código: 1613764,Mix Brotes Vegetales,Grasas Totales (g),1.3,0.5
Código: 1613764,Mix Brotes Vegetales,Hidratos de Carbono disponibles (g),10.9,4.4
Código: 1613764,Mix Brotes Vegetales,Azúcares totales (g),0,0
Código: 1613764,Mix Brotes Vegetales,Sodio (mg),10.6,4.2
Código: 545247,Laurel 8 g,Energía (kCal),0.8,0.8
Código: 545247,Laurel 8 g,Proteínas (g),0,0
Código: 545247,Laurel 8 g,Grasas Totales (g),0,0
Código: 545247,Laurel 8 g,Hidratos de Carbono disponibles (g),0.2,0.2
Código: 545247,Laurel 8 g,Azúcares totales (g),0.2,0.2
Código: 545247,Laurel 8 g,Sodio (mg),0.1,0.1
Código: 545240,Boldo 8 g,Energía (kCal),2.4,0
Código: 545240,Boldo 8 g,Proteínas (g),4,0
Código: 545240,Boldo 8 g,Grasas Totales (g),0,0
Código: 545240,Boldo 8 g,Hidratos de Carbono disponibles (g),9,0.1
Código: 545240,Boldo 8 g,Azúcares totales (g),0,0
Código: 545240,Boldo 8 g,Sodio (mg),0,0
Código: 526521,Avellana Nacional Tostada 120 g,Energía (kCal),646,51.7
Código: 526521,Avellana Nacional Tostada 120 g,Proteínas (g),13,1
Código: 526521,Avellana Nacional Tostada 120 g,Grasas Totales (g),62,5
Código: 526521,Avellana Nacional Tostada 120 g,Grasas Saturadas (g),4.6,0.4
Código: 526521,Avellana Nacional Tostada 120 g,Grasas Monoinsaturadas (g),48.7,3.9
Código: 526521,Avellana Nacional Tostada 120 g,Grasas Poliinsaturadas (g),5.8,0.5
Código: 526521,Avellana Nacional Tostada 120 g,Colesterol (mg),0,0
Código: 526521,Avellana Nacional Tostada 120 g,Hidratos de Carbono disponibles (g),9.6,0.8
Código: 526521,Avellana Nacional Tostada 120 g,Azúcares totales (g),4.2,0.3
Código: 526521,Avellana Nacional Tostada 120 g,Sodio (mg),2,0.2
Código: 261298,Tomillo 30 g,Energía (kCal),101,10.1
Código: 261298,Tomillo 30 g,Proteínas (g),5.6,0.6
Código: 261298,Tomillo 30 g,Grasas Totales (g),1.7,0.2
Código: 261298,Tomillo 30 g,Hidratos de Carbono disponibles (g),24.5,2.5
Código: 261298,Tomillo 30 g,Azúcares totales (g),0.9,0.1
Código: 261298,Tomillo 30 g,Sodio (mg),9,0.9
Código: 260475,Ají Cacho de Cabra Deshidratado 50 g,Energía (kCal),200,100
Código: 260475,Ají Cacho de Cabra Deshidratado 50 g,Proteínas (g),0.9,0.5
Código: 260475,Ají Cacho de Cabra Deshidratado 50 g,Grasas Totales (g),0.3,0.2
Código: 260475,Ají Cacho de Cabra Deshidratado 50 g,Hidratos de Carbono disponibles (g),3,1.5
Código: 260475,Ají Cacho de Cabra Deshidratado 50 g,Azúcares totales (g),5.1,2.6
Código: 260475,Ají Cacho de Cabra Deshidratado 50 g,Sodio (mg),0,0
Código: 545256,Romero Hojas Verdes 8 g,Energía (kCal),0.8,0.8
Código: 545256,Romero Hojas Verdes 8 g,Proteínas (g),0,0
Código: 545256,Romero Hojas Verdes 8 g,Grasas Totales (g),0,0
Código: 545256,Romero Hojas Verdes 8 g,Hidratos de Carbono disponibles (g),0.2,0.2
Código: 545256,Romero Hojas Verdes 8 g,Azúcares totales (g),0.2,0.2
Código: 545256,Romero Hojas Verdes 8 g,Sodio (mg),0.1,0.1
Código: 545253,Melisa 6 g,Energía (kCal),0.8,0.8
Código: 545253,Melisa 6 g,Proteínas (g),0,0
Código: 545253,Melisa 6 g,Grasas Totales (g),0,0
Código: 545253,Melisa 6 g,Hidratos de Carbono disponibles (g),0.2,0.2
Código: 545253,Melisa 6 g,Azúcares totales (g),0.2,0.2
Código: 545253,Melisa 6 g,Sodio (mg),0.1,0.1
Código: 1261598,Acelga Suiza Fresh Cut Baby 150 g,Energía (kCal),20,10
Código: 1261598,Acelga Suiza Fresh Cut Baby 150 g,Proteínas (g),1.9,1
Código: 1261598,Acelga Suiza Fresh Cut Baby 150 g,Grasas Totales (g),0,0
Código: 1261598,Acelga Suiza Fresh Cut Baby 150 g,Hidratos de Carbono disponibles (g),4.1,2.1
Código: 1261598,Acelga Suiza Fresh Cut Baby 150 g,Azúcares totales (g),1.02,0.5
Código: 1261598,Acelga Suiza Fresh Cut Baby 150 g,Sodio (mg),179,89.5
Código: 985965,Cebollín Vegus Orgánico 3 un.,Energía (kCal),30,15
Código: 985965,Cebollín Vegus Orgánico 3 un.,Proteínas (g),3.27,1.6
Código: 985965,Cebollín Vegus Orgánico 3 un.,Grasas Totales (g),0.73,0.4
Código: 985965,Cebollín Vegus Orgánico 3 un.,Hidratos de Carbono disponibles (g),4.35,2.2
Código: 985965,Cebollín Vegus Orgánico 3 un.,Azúcares totales (g),1.85,0.9
Código: 985965,Cebollín Vegus Orgánico 3 un.,Sodio (mg),3,1.5
Código: 784283,Almendras Tostadas Sin Piel 140 g,Energía (kCal),584,163.5
Código: 784283,Almendras Tostadas Sin Piel 140 g,Proteínas (g),23.7,6.6
Código: 784283,Almendras Tostadas Sin Piel 140 g,Grasas Totales (g),51.4,14.4
Código: 784283,Almendras Tostadas Sin Piel 140 g,Grasas Saturadas (g),4.4,1.2
Código: 784283,Almendras Tostadas Sin Piel 140 g,Grasas Monoinsaturadas (g),31.4,8.8
Código: 784283,Almendras Tostadas Sin Piel 140 g,Grasas Poliinsaturadas (g),15.7,4.4
Código: 784283,Almendras Tostadas Sin Piel 140 g,Grasas trans (g),0,0
Código: 784283,Almendras Tostadas Sin Piel 140 g,Colesterol (mg),0,0
Código: 784283,Almendras Tostadas Sin Piel 140 g,Hidratos de Carbono disponibles (g),6.4,1.8
Código: 784283,Almendras Tostadas Sin Piel 140 g,Azúcares totales (g),7.1,2
Código: 784283,Almendras Tostadas Sin Piel 140 g,Sodio (mg),5.1,1.4
Código: 526523,Tomate Deshidratado 200 g,Energía (kCal),247,74.1
Código: 526523,Tomate Deshidratado 200 g,Proteínas (g),11.8,3.5
Código: 526523,Tomate Deshidratado 200 g,Grasas Totales (g),1.4,0.4
Código: 526523,Tomate Deshidratado 200 g,Hidratos de Carbono disponibles (g),46.9,14.1
Código: 526523,Tomate Deshidratado 200 g,Azúcares totales (g),22.2,6.7
Código: 526523,Tomate Deshidratado 200 g,Sodio (mg),100,30
Código: 670780,Brote de Soya 250 g,Energía (kCal),122,97.6
Código: 670780,Brote de Soya 250 g,Proteínas (g),13,10.4
Código: 670780,Brote de Soya 250 g,Grasas Totales (g),7,5.6
Código: 670780,Brote de Soya 250 g,Grasas Saturadas (g),1,0.8
Código: 670780,Brote de Soya 250 g,Grasas Monoinsaturadas (g),0,0
Código: 670780,Brote de Soya 250 g,Grasas Poliinsaturadas (g),4,3.2
Código: 670780,Brote de Soya 250 g,Grasas trans (g),0,0
Código: 670780,Brote de Soya 250 g,Colesterol (mg),0,0
Código: 670780,Brote de Soya 250 g,Hidratos de Carbono disponibles (g),10,8
Código: 670780,Brote de Soya 250 g,Azúcares totales (g),0,0
Código: 670780,Brote de Soya 250 g,Sodio (mg),14,11.2
Código: 402277,Brotes de Arveja 150 g,Energía (kCal),124,62
Código: 402277,Brotes de Arveja 150 g,Proteínas (g),9,4.5
Código: 402277,Brotes de Arveja 150 g,Grasas Totales (g),1,0.5
Código: 402277,Brotes de Arveja 150 g,Hidratos de Carbono disponibles (g),27,13.5
Código: 402277,Brotes de Arveja 150 g,Azúcares totales (g),0,0
Código: 402277,Brotes de Arveja 150 g,Sodio (mg),20,10
Código: 642206,Maní Tostado Surco 500 g,Energía (kCal),587,176.1
Código: 642206,Maní Tostado Surco 500 g,Proteínas (g),24.4,7.3
Código: 642206,Maní Tostado Surco 500 g,Grasas Totales (g),49.7,14.9
Código: 642206,Maní Tostado Surco 500 g,Grasas Saturadas (g),7.7,2.3
Código: 642206,Maní Tostado Surco 500 g,Grasas Monoinsaturadas (g),26.2,7.9
Código: 642206,Maní Tostado Surco 500 g,Grasas Poliinsaturadas (g),9.8,2.9
Código: 642206,Maní Tostado Surco 500 g,Grasas trans (g),0,0
Código: 642206,Maní Tostado Surco 500 g,Colesterol (mg),0,0
Código: 642206,Maní Tostado Surco 500 g,Hidratos de Carbono disponibles (g),12.9,3.9
Código: 642206,Maní Tostado Surco 500 g,Azúcares totales (g),4.9,1.5
Código: 642206,Maní Tostado Surco 500 g,Sodio (mg),6,1.8
Código: 695683,Nuez Partida 200 g,Energía (kCal),742,207.8
Código: 695683,Nuez Partida 200 g,Proteínas (g),18.2,5.1
Código: 695683,Nuez Partida 200 g,Grasas Totales (g),65.6,18.4
Código: 695683,Nuez Partida 200 g,Grasas Saturadas (g),6.9,1.9
Código: 695683,Nuez Partida 200 g,Grasas Monoinsaturadas (g),11.4,3.2
Código: 695683,Nuez Partida 200 g,Grasas Poliinsaturadas (g),47.3,13.2
Código: 695683,Nuez Partida 200 g,Grasas trans (g),0,0
Código: 695683,Nuez Partida 200 g,Colesterol (mg),0,0
Código: 695683,Nuez Partida 200 g,Hidratos de Carbono disponibles (g),19.8,5.5
