Codigo Producto,Nombre Producto,Nutriente,Valor por 100g,Valor por porcion
Código: 265831,Fideos Mostaccioli Lucchetti 400 g,Grasas Poliinsaturadas (g),2.3,1.8
Código: 265831,Fideos Mostaccioli Lucchetti 400 g,Grasas trans (g),0,0
Código: 265831,Fideos Mostaccioli Lucchetti 400 g,Colesterol (mg),0,0
Código: 265831,Fideos Mostaccioli Lucchetti 400 g,Hidratos de Carbono disponibles (g),70,56
Código: 265831,Fideos Mostaccioli Lucchetti 400 g,Azúcares totales (g),4,3.2
Código: 265831,Fideos Mostaccioli Lucchetti 400 g,Fibra (g),3.5,2.8
Código: 265831,Fideos Mostaccioli Lucchetti 400 g,Sodio (mg),5,4
Código: 266365,Pasta Mascarroni N°45 Carozzi 400 g,Energía (kCal),338,270.4
Código: 266365,Pasta Mascarroni N°45 Carozzi 400 g,Proteínas (g),11,8.8
Código: 266365,Pasta Mascarroni N°45 Carozzi 400 g,Grasas Totales (g),2,1.6
Código: 266365,Pasta Mascarroni N°45 Carozzi 400 g,Grasas Saturadas (g),0.5,0.4
Código: 266365,Pasta Mascarroni N°45 Carozzi 400 g,Grasas trans (g),0,0
Código: 266365,Pasta Mascarroni N°45 Carozzi 400 g,Colesterol (mg),0,0
Código: 266365,Pasta Mascarroni N°45 Carozzi 400 g,Hidratos de Carbono disponibles (g),69,55.2
Código: 266365,Pasta Mascarroni N°45 Carozzi 400 g,Azúcares totales (g),4,3.2
Código: 266365,Pasta Mascarroni N°45 Carozzi 400 g,Fibra (g),3.9,3.1
Código: 266365,Pasta Mascarroni N°45 Carozzi 400 g,Sodio (mg),5,4
Código: 1339546,Pesto Sacla Rosso Frasco 190 g,Energía (kCal),296,139.1
Código: 1339546,Pesto Sacla Rosso Frasco 190 g,Proteínas (g),4.1,1.9
Código: 1339546,Pesto Sacla Rosso Frasco 190 g,Grasas Totales (g),27,12.7
Código: 1339546,Pesto Sacla Rosso Frasco 190 g,Grasas Saturadas (g),3.8,1.8
Código: 1339546,Pesto Sacla Rosso Frasco 190 g,Grasas Monoinsaturadas (g),8.4,3.9
Código: 1339546,Pesto Sacla Rosso Frasco 190 g,Grasas Poliinsaturadas (g),14.3,6.7
Código: 1339546,Pesto Sacla Rosso Frasco 190 g,Grasas trans (g),0.1,0
Código: 1339546,Pesto Sacla Rosso Frasco 190 g,Colesterol (mg),4,1.9
Código: 1339546,Pesto Sacla Rosso Frasco 190 g,Hidratos de Carbono disponibles (g),7.9,3.7
Código: 1339546,Pesto Sacla Rosso Frasco 190 g,Azúcares totales (g),3.9,1.8
Código: 1339546,Pesto Sacla Rosso Frasco 190 g,Sodio (mg),468,220
Código: 1992559,Pasta Spaghetti Lupino La Molisana 400 g,Energía (kCal),364,291.2
Código: 1992559,Pasta Spaghetti Lupino La Molisana 400 g,Proteínas (g),21.8,17.4
Código: 1992559,Pasta Spaghetti Lupino La Molisana 400 g,Grasas Totales (g),4.2,3.4
Código: 1992559,Pasta Spaghetti Lupino La Molisana 400 g,Grasas Saturadas (g),0,0
Código: 1992559,Pasta Spaghetti Lupino La Molisana 400 g,Grasas Monoinsaturadas (g),1.3,1
Código: 1992559,Pasta Spaghetti Lupino La Molisana 400 g,Grasas Poliinsaturadas (g),1.9,1.5
Código: 1992559,Pasta Spaghetti Lupino La Molisana 400 g,Grasas trans (g),0,0
Código: 1992559,Pasta Spaghetti Lupino La Molisana 400 g,Colesterol (mg),0,0
Código: 1992559,Pasta Spaghetti Lupino La Molisana 400 g,Hidratos de Carbono disponibles (g),55.1,44.1
Código: 1992559,Pasta Spaghetti Lupino La Molisana 400 g,Azúcares totales (g),1.3,1
Código: 1992559,Pasta Spaghetti Lupino La Molisana 400 g,Fibra (g),10.2,8.2
Código: 1992559,Pasta Spaghetti Lupino La Molisana 400 g,Sodio (mg),40,32
Código: 1970277,Noodles Soba Integral Wa Import 250 g,Energía (kCal),349,289.7
Código: 1970277,Noodles Soba Integral Wa Import 250 g,Proteínas (g),13.3,11
Código: 1970277,Noodles Soba Integral Wa Import 250 g,Grasas Totales (g),1.2,1
Código: 1970277,Noodles Soba Integral Wa Import 250 g,Hidratos de Carbono disponibles (g),72.3,60
Código: 1970277,Noodles Soba Integral Wa Import 250 g,Azúcares totales (g),2.4,2
Código: 1970277,Noodles Soba Integral Wa Import 250 g,Sodio (mg),361,299.6
Código: 1960539,Salsa de Tomate Helios Boloñesa 300 g,Energía (kCal),91,54.6
Código: 1960539,Salsa de Tomate Helios Boloñesa 300 g,Proteínas (g),3,1.8
Código: 1960539,Salsa de Tomate Helios Boloñesa 300 g,Grasas Totales (g),4.5,2.7
Código: 1960539,Salsa de Tomate Helios Boloñesa 300 g,Hidratos de Carbono disponibles (g),8.7,5.2
Código: 1960539,Salsa de Tomate Helios Boloñesa 300 g,Azúcares totales (g),5.6,3.4
Código: 1960539,Salsa de Tomate Helios Boloñesa 300 g,Sodio (mg),680,408
Código: 1959322,Risoni Zanahoria Wakas 300 g,Energía (kCal),322,161
Código: 1959322,Risoni Zanahoria Wakas 300 g,Proteínas (g),15,7.5
Código: 1959322,Risoni Zanahoria Wakas 300 g,Grasas Totales (g),2.4,1.2
Código: 1959322,Risoni Zanahoria Wakas 300 g,Hidratos de Carbono disponibles (g),54,27
Código: 1959322,Risoni Zanahoria Wakas 300 g,Azúcares totales (g),0,0
Código: 1959322,Risoni Zanahoria Wakas 300 g,Fibra (g),7.6,3.8
Código: 1959322,Risoni Zanahoria Wakas 300 g,Sodio (mg),0,0
Código: 1959320,Risoni Clásico Wakas 300 g,Energía (kCal),324,162
Código: 1959320,Risoni Clásico Wakas 300 g,Proteínas (g),16,8
Código: 1959320,Risoni Clásico Wakas 300 g,Grasas Totales (g),2.4,1.2
Código: 1959320,Risoni Clásico Wakas 300 g,Hidratos de Carbono disponibles (g),52,26
Código: 1959320,Risoni Clásico Wakas 300 g,Azúcares totales (g),0,0
Código: 1959320,Risoni Clásico Wakas 300 g,Fibra (g),8,4
Código: 1959320,Risoni Clásico Wakas 300 g,Sodio (mg),0,0
Código: 1952540,Noodles Vegetales Javara Papa Morada 200 g,Energía (kCal),376,376
Código: 1952540,Noodles Vegetales Javara Papa Morada 200 g,Proteínas (g),11,11
Código: 1952540,Noodles Vegetales Javara Papa Morada 200 g,Grasas Totales (g),0.3,0.3
Código: 1952540,Noodles Vegetales Javara Papa Morada 200 g,Hidratos de Carbono disponibles (g),83,83
Código: 1952540,Noodles Vegetales Javara Papa Morada 200 g,Azúcares totales (g),7.2,7.2
Código: 1952540,Noodles Vegetales Javara Papa Morada 200 g,Sodio (mg),20,20
Código: 1952542,Noodles Vegetales Javara Cúrcuma 200 g,Energía (kCal),367,367
Código: 1952542,Noodles Vegetales Javara Cúrcuma 200 g,Proteínas (g),11,11
Código: 1952542,Noodles Vegetales Javara Cúrcuma 200 g,Grasas Totales (g),0.28,0.3
Código: 1952542,Noodles Vegetales Javara Cúrcuma 200 g,Hidratos de Carbono disponibles (g),80,80
Código: 1952542,Noodles Vegetales Javara Cúrcuma 200 g,Azúcares totales (g),0,0
Código: 1952542,Noodles Vegetales Javara Cúrcuma 200 g,Sodio (mg),30,30
Código: 1949939,Tomate Entero The Fresh Market 794 g,Energía (kCal),25,30.3
Código: 1949939,Tomate Entero The Fresh Market 794 g,Proteínas (g),0.9,1.1
Código: 1949939,Tomate Entero The Fresh Market 794 g,Grasas Totales (g),0,0
Código: 1949939,Tomate Entero The Fresh Market 794 g,Hidratos de Carbono disponibles (g),3.8,4.6
Código: 1949939,Tomate Entero The Fresh Market 794 g,Azúcares totales (g),3.1,3.8
Código: 1949939,Tomate Entero The Fresh Market 794 g,Sodio (mg),256,309.8
Código: 1950040,Pulpa Albahaca Cirio 390 g,Energía (kCal),40,26
Código: 1950040,Pulpa Albahaca Cirio 390 g,Proteínas (g),1.5,1
Código: 1950040,Pulpa Albahaca Cirio 390 g,Grasas Totales (g),0,0
Código: 1950040,Pulpa Albahaca Cirio 390 g,Hidratos de Carbono disponibles (g),7.1,4.6
Código: 1950040,Pulpa Albahaca Cirio 390 g,Azúcares totales (g),5.3,3.4
Código: 1950040,Pulpa Albahaca Cirio 390 g,Sodio (mg),372,241.8
Código: 1906449,Pasta de Spaguetti Edamame 200 g,Energía (kCal),321,160.5
Código: 1906449,Pasta de Spaguetti Edamame 200 g,Proteínas (g),44.9,22.5
Código: 1906449,Pasta de Spaguetti Edamame 200 g,Grasas Totales (g),6.76,3.4
Código: 1906449,Pasta de Spaguetti Edamame 200 g,Grasas Saturadas (g),1.21,0.6
Código: 1906449,Pasta de Spaguetti Edamame 200 g,Grasas Monoinsaturadas (g),1.1,0.6
Código: 1906449,Pasta de Spaguetti Edamame 200 g,Grasas Poliinsaturadas (g),4,2
Código: 1906449,Pasta de Spaguetti Edamame 200 g,Grasas trans (g),0,0
Código: 1906449,Pasta de Spaguetti Edamame 200 g,Colesterol (mg),0,0
Código: 1906449,Pasta de Spaguetti Edamame 200 g,Hidratos de Carbono disponibles (g),13.5,6.8
Código: 1906449,Pasta de Spaguetti Edamame 200 g,Azúcares totales (g),9.32,4.7
Código: 1906449,Pasta de Spaguetti Edamame 200 g,Fibra (g),19.9,10
Código: 1906449,Pasta de Spaguetti Edamame 200 g,Sodio (mg),0,0
Código: 1864392,Rigati Integral Lucchetti 400 g,Energía (kCal),321,256.8
Código: 1864392,Rigati Integral Lucchetti 400 g,Proteínas (g),13,10.4
Código: 1864392,Rigati Integral Lucchetti 400 g,Grasas Totales (g),3,2.4
Código: 1864392,Rigati Integral Lucchetti 400 g,Hidratos de Carbono disponibles (g),67,53.6
Código: 1864392,Rigati Integral Lucchetti 400 g,Azúcares totales (g),4,3.2
Código: 1864392,Rigati Integral Lucchetti 400 g,Fibra (g),9,7.2
Código: 1864392,Rigati Integral Lucchetti 400 g,Sodio (mg),5,4
Código: 1858576,Salsa Prego Tradicional 680 g,Energía (kCal),55,22
Código: 1858576,Salsa Prego Tradicional 680 g,Proteínas (g),1.7,0.7
Código: 1858576,Salsa Prego Tradicional 680 g,Grasas Totales (g),1.3,0.5
Código: 1858576,Salsa Prego Tradicional 680 g,Hidratos de Carbono disponibles (g),9.2,3.7
Código: 1858576,Salsa Prego Tradicional 680 g,Azúcares totales (g),7.5,3
Código: 1858576,Salsa Prego Tradicional 680 g,Sodio (mg),370,148
Código: 1839872,Puré de Tomate Mutti Passata 2.5 kg,Energía (kCal),38,38
Código: 1839872,Puré de Tomate Mutti Passata 2.5 kg,Proteínas (g),1.6,1.6
Código: 1839872,Puré de Tomate Mutti Passata 2.5 kg,Grasas Totales (g),0.5,0.5
Código: 1839872,Puré de Tomate Mutti Passata 2.5 kg,Hidratos de Carbono disponibles (g),5.1,5.1
Código: 1839872,Puré de Tomate Mutti Passata 2.5 kg,Azúcares totales (g),4.5,4.5
Código: 1839872,Puré de Tomate Mutti Passata 2.5 kg,Sodio (mg),200,200
Código: 1756295,Salsa de Tomate Helios Orgánico 300 g,Energía (kCal),84,50.4
Código: 1756295,Salsa de Tomate Helios Orgánico 300 g,Proteínas (g),1.2,0.7
Código: 1756295,Salsa de Tomate Helios Orgánico 300 g,Grasas Totales (g),4,2.4
Código: 1756295,Salsa de Tomate Helios Orgánico 300 g,Hidratos de Carbono disponibles (g),9.8,5.9
Código: 1756295,Salsa de Tomate Helios Orgánico 300 g,Azúcares totales (g),9,5.4
Código: 1756295,Salsa de Tomate Helios Orgánico 300 g,Sodio (mg),400,240
Código: 1708081,Espirales Integrales Bio Zentrale Orgánicos 500 g,Energía (kCal),357,285.6
Código: 1708081,Espirales Integrales Bio Zentrale Orgánicos 500 g,Proteínas (g),12,9.6
Código: 1708081,Espirales Integrales Bio Zentrale Orgánicos 500 g,Grasas Totales (g),2.5,2
Código: 1708081,Espirales Integrales Bio Zentrale Orgánicos 500 g,Hidratos de Carbono disponibles (g),67,53.6
Código: 1708081,Espirales Integrales Bio Zentrale Orgánicos 500 g,Azúcares totales (g),3.6,2.9
Código: 1708081,Espirales Integrales Bio Zentrale Orgánicos 500 g,Fibra (g),9.2,7.4
Código: 1708081,Espirales Integrales Bio Zentrale Orgánicos 500 g,Sodio (mg),4,3.2
Código: 1683855,Spaghetti Cuad Extra Di Lusso 500 g,Energía (kCal),351,280.8
Código: 1683855,Spaghetti Cuad Extra Di Lusso 500 g,Proteínas (g),14,11.2
Código: 1683855,Spaghetti Cuad Extra Di Lusso 500 g,Grasas Totales (g),1,0.8
Código: 1683855,Spaghetti Cuad Extra Di Lusso 500 g,Hidratos de Carbono disponibles (g),70,56
Código: 1683855,Spaghetti Cuad Extra Di Lusso 500 g,Azúcares totales (g),4,3.2
Código: 1683855,Spaghetti Cuad Extra Di Lusso 500 g,Sodio (mg),7.8,6.2
Código: 1614227,Pack Salsa Bolognesa Lucchetti Mamma Mia 4 un.,Energía (kCal),60,24
Código: 1614227,Pack Salsa Bolognesa Lucchetti Mamma Mia 4 un.,Proteínas (g),3.1,1.2
Código: 1614227,Pack Salsa Bolognesa Lucchetti Mamma Mia 4 un.,Grasas Totales (g),1,0.4
Código: 1614227,Pack Salsa Bolognesa Lucchetti Mamma Mia 4 un.,Hidratos de Carbono disponibles (g),9.5,3.8
Código: 1614227,Pack Salsa Bolognesa Lucchetti Mamma Mia 4 un.,Azúcares totales (g),6.7,2.7
Código: 1614227,Pack Salsa Bolognesa Lucchetti Mamma Mia 4 un.,Sodio (mg),395,158
Código: 265813,Conchiglioni Al Bronzo N°87 Divella 500 g,Energía (kCal),355,355
Código: 265813,Conchiglioni Al Bronzo N°87 Divella 500 g,Proteínas (g),13,13
Código: 265813,Conchiglioni Al Bronzo N°87 Divella 500 g,Grasas Totales (g),1.7,1.7
Código: 265813,Conchiglioni Al Bronzo N°87 Divella 500 g,Grasas Saturadas (g),0.9,0.9
Código: 265813,Conchiglioni Al Bronzo N°87 Divella 500 g,Hidratos de Carbono disponibles (g),72,72
Código: 265813,Conchiglioni Al Bronzo N°87 Divella 500 g,Azúcares totales (g),3.9,3.9
Código: 265813,Conchiglioni Al Bronzo N°87 Divella 500 g,Sodio (mg),1.6,1.6
Código: 1952537,Noodles vegetales tomate 200 g,Energía (kCal),381,381
Código: 1952537,Noodles vegetales tomate 200 g,Proteínas (g),12,12
Código: 1952537,Noodles vegetales tomate 200 g,Grasas Totales (g),0.28,0.3
Código: 1952537,Noodles vegetales tomate 200 g,Hidratos de Carbono disponibles (g),83,83
Código: 1952537,Noodles vegetales tomate 200 g,Azúcares totales (g),0,0
Código: 1952537,Noodles vegetales tomate 200 g,Sodio (mg),281,281
Código: 1872173,Salsa Prego Carne Frasco 680 g,Energía (kCal),63,25.2
Código: 1872173,Salsa Prego Carne Frasco 680 g,Proteínas (g),2,0.8
Código: 1872173,Salsa Prego Carne Frasco 680 g,Grasas Totales (g),2.5,1
Código: 1872173,Salsa Prego Carne Frasco 680 g,Hidratos de Carbono disponibles (g),8,3.2
Código: 1872173,Salsa Prego Carne Frasco 680 g,Azúcares totales (g),8,3.2
Código: 1872173,Salsa Prego Carne Frasco 680 g,Fibra (g),2,0.8
Código: 1872173,Salsa Prego Carne Frasco 680 g,Sodio (mg),370,148
Código: 1864046,Salsa Prego Champiñones Frasco 680 g,Energía (kCal),47,18.8
Código: 1864046,Salsa Prego Champiñones Frasco 680 g,Proteínas (g),2,0.8
Código: 1864046,Salsa Prego Champiñones Frasco 680 g,Grasas Totales (g),1.2,0.5
Código: 1864046,Salsa Prego Champiñones Frasco 680 g,Hidratos de Carbono disponibles (g),7,2.8
Código: 1864046,Salsa Prego Champiñones Frasco 680 g,Azúcares totales (g),7,2.8
Código: 1864046,Salsa Prego Champiñones Frasco 680 g,Sodio (mg),370,148
Código: 1847848,Salsa de Tomate Sacla Arrabbiata 350 g,Energía (kCal),145,169.7
Código: 1847848,Salsa de Tomate Sacla Arrabbiata 350 g,Proteínas (g),1.6,1.9
Código: 1847848,Salsa de Tomate Sacla Arrabbiata 350 g,Grasas Totales (g),12,14
Código: 1847848,Salsa de Tomate Sacla Arrabbiata 350 g,Grasas Saturadas (g),1.4,1.6
Código: 1847848,Salsa de Tomate Sacla Arrabbiata 350 g,Grasas Monoinsaturadas (g),4.8,5.6
Código: 1847848,Salsa de Tomate Sacla Arrabbiata 350 g,Grasas Poliinsaturadas (g),5.7,6.7
Código: 1847848,Salsa de Tomate Sacla Arrabbiata 350 g,Grasas trans (g),0.1,0.1
Código: 1847848,Salsa de Tomate Sacla Arrabbiata 350 g,Colesterol (mg),0.1,0.1
Código: 1847848,Salsa de Tomate Sacla Arrabbiata 350 g,Hidratos de Carbono disponibles (g),6.6,7.7
Código: 1847848,Salsa de Tomate Sacla Arrabbiata 350 g,Azúcares totales (g),4.9,5.7
Código: 1847848,Salsa de Tomate Sacla Arrabbiata 350 g,Sodio (mg),280,327.6
Código: 1339547,Pesto Picante Sacla Al Peperone190 g,Energía (kCal),283,17
Código: 1339547,Pesto Picante Sacla Al Peperone190 g,Proteínas (g),5.1,0.3
Código: 1339547,Pesto Picante Sacla Al Peperone190 g,Grasas Totales (g),25,1.5
Código: 1339547,Pesto Picante Sacla Al Peperone190 g,Hidratos de Carbono disponibles (g),8.5,0.5
Código: 1339547,Pesto Picante Sacla Al Peperone190 g,Azúcares totales (g),5,0.3
Código: 1339547,Pesto Picante Sacla Al Peperone190 g,Sodio (mg),780,46.8
Código: 1570537,Canelones Lucchetti 250 g,Energía (kCal),362,289.6
Código: 1570537,Canelones Lucchetti 250 g,Proteínas (g),11,8.8
Código: 1570537,Canelones Lucchetti 250 g,Grasas Totales (g),2,1.6
Código: 1570537,Canelones Lucchetti 250 g,Hidratos de Carbono disponibles (g),75,60
Código: 1570537,Canelones Lucchetti 250 g,Azúcares totales (g),2.5,2
Código: 1570537,Canelones Lucchetti 250 g,Sodio (mg),13,10.4
Código: 1949932,Salsa para Pasta The Fresh Market Orgánica Tomate Albahaca 708 g,Energía (kCal),34,40.1
Código: 1949932,Salsa para Pasta The Fresh Market Orgánica Tomate Albahaca 708 g,Proteínas (g),1.6,1.9
Código: 1949932,Salsa para Pasta The Fresh Market Orgánica Tomate Albahaca 708 g,Grasas Totales (g),0.8,0.9
Código: 1949932,Salsa para Pasta The Fresh Market Orgánica Tomate Albahaca 708 g,Hidratos de Carbono disponibles (g),5.9,7
Código: 1949932,Salsa para Pasta The Fresh Market Orgánica Tomate Albahaca 708 g,Azúcares totales (g),5,5.9
Código: 1949932,Salsa para Pasta The Fresh Market Orgánica Tomate Albahaca 708 g,Sodio (mg),364,429.5
Código: 1949935,Salsa para Pasta The Fresh Market Orgánica Marinara 708 g,Energía (kCal),38,44.8
Código: 1949935,Salsa para Pasta The Fresh Market Orgánica Marinara 708 g,Proteínas (g),1.6,1.9
Código: 1949935,Salsa para Pasta The Fresh Market Orgánica Marinara 708 g,Grasas Totales (g),0.8,0.9
Código: 1949935,Salsa para Pasta The Fresh Market Orgánica Marinara 708 g,Hidratos de Carbono disponibles (g),7.6,9
Código: 1949935,Salsa para Pasta The Fresh Market Orgánica Marinara 708 g,Azúcares totales (g),5.9,7
Código: 1949935,Salsa para Pasta The Fresh Market Orgánica Marinara 708 g,Sodio (mg),407,480.3
Código: 1949933,Salsa para Pasta The Fresh Market Orgánica Ajo 708 g,Energía (kCal),38,44.8
Código: 1949933,Salsa para Pasta The Fresh Market Orgánica Ajo 708 g,Proteínas (g),1.6,1.9
Código: 1949933,Salsa para Pasta The Fresh Market Orgánica Ajo 708 g,Grasas Totales (g),0.8,0.9
Código: 1949933,Salsa para Pasta The Fresh Market Orgánica Ajo 708 g,Hidratos de Carbono disponibles (g),7.6,9
Código: 1949933,Salsa para Pasta The Fresh Market Orgánica Ajo 708 g,Azúcares totales (g),5.9,7
Código: 1949933,Salsa para Pasta The Fresh Market Orgánica Ajo 708 g,Sodio (mg),280,330.4
Código: 1905681,Mini Gnocchi de Papas Maffei 500 g,Energía (kCal),159,127.2
Código: 1905681,Mini Gnocchi de Papas Maffei 500 g,Proteínas (g),3.7,3
Código: 1905681,Mini Gnocchi de Papas Maffei 500 g,Grasas Totales (g),0.4,0.3
Código: 1905681,Mini Gnocchi de Papas Maffei 500 g,Hidratos de Carbono disponibles (g),34,27.2
Código: 1905681,Mini Gnocchi de Papas Maffei 500 g,Azúcares totales (g),0.3,0.2
Código: 1905681,Mini Gnocchi de Papas Maffei 500 g,Sodio (mg),648,518.4
Código: 1905683,Gnocchi de Papas Espinaca Maffei 500 g,Energía (kCal),150,120
Código: 1905683,Gnocchi de Papas Espinaca Maffei 500 g,Proteínas (g),3.6,2.9
Código: 1905683,Gnocchi de Papas Espinaca Maffei 500 g,Grasas Totales (g),0.4,0.3
Código: 1905683,Gnocchi de Papas Espinaca Maffei 500 g,Hidratos de Carbono disponibles (g),30,24
Código: 1905683,Gnocchi de Papas Espinaca Maffei 500 g,Azúcares totales (g),0.6,0.5
Código: 1905683,Gnocchi de Papas Espinaca Maffei 500 g,Sodio (mg),387,309.6
Código: 1906448,Pasta de Fetuccini Edamame 200 g,Energía (kCal),321,160.5
Código: 1906448,Pasta de Fetuccini Edamame 200 g,Proteínas (g),44.9,22.5
Código: 1906448,Pasta de Fetuccini Edamame 200 g,Grasas Totales (g),6.76,3.4
Código: 1906448,Pasta de Fetuccini Edamame 200 g,Grasas Saturadas (g),1.21,0.6
Código: 1906448,Pasta de Fetuccini Edamame 200 g,Grasas Monoinsaturadas (g),1.1,0.6
Código: 1906448,Pasta de Fetuccini Edamame 200 g,Grasas Poliinsaturadas (g),4,2
Código: 1906448,Pasta de Fetuccini Edamame 200 g,Grasas trans (g),0,0
Código: 1906448,Pasta de Fetuccini Edamame 200 g,Colesterol (mg),0,0
Código: 1906448,Pasta de Fetuccini Edamame 200 g,Hidratos de Carbono disponibles (g),13.5,6.8
Código: 1906448,Pasta de Fetuccini Edamame 200 g,Azúcares totales (g),9.32,4.7
Código: 1906448,Pasta de Fetuccini Edamame 200 g,Fibra (g),19.9,10
Código: 1906448,Pasta de Fetuccini Edamame 200 g,Sodio (mg),0,0
Código: 1906450,Pasta de Lasagna Edamame 120 g,Energía (kCal),321,96.3
Código: 1906450,Pasta de Lasagna Edamame 120 g,Proteínas (g),44.9,13.5
Código: 1906450,Pasta de Lasagna Edamame 120 g,Grasas Totales (g),6.76,2
Código: 1906450,Pasta de Lasagna Edamame 120 g,Grasas Saturadas (g),1.21,0.4
Código: 1906450,Pasta de Lasagna Edamame 120 g,Grasas Monoinsaturadas (g),1.1,0.3
Código: 1906450,Pasta de Lasagna Edamame 120 g,Grasas Poliinsaturadas (g),4,1.2
Código: 1906450,Pasta de Lasagna Edamame 120 g,Grasas trans (g),0,0
Código: 1906450,Pasta de Lasagna Edamame 120 g,Colesterol (mg),0,0
Código: 1906450,Pasta de Lasagna Edamame 120 g,Hidratos de Carbono disponibles (g),13.5,4.1
Código: 1906450,Pasta de Lasagna Edamame 120 g,Azúcares totales (g),9.32,2.8
Código: 1906450,Pasta de Lasagna Edamame 120 g,Fibra (g),19.9,6
Código: 1906450,Pasta de Lasagna Edamame 120 g,Sodio (mg),0,0
Código: 1885303,Salsa Blanca Sacla Vegana Lasaña 350 ml,Energía (kCal),109,127.5
Código: 1885303,Salsa Blanca Sacla Vegana Lasaña 350 ml,Proteínas (g),0.7,0.8
Código: 1885303,Salsa Blanca Sacla Vegana Lasaña 350 ml,Grasas Totales (g),9.1,10.6
Código: 1885303,Salsa Blanca Sacla Vegana Lasaña 350 ml,Grasas Saturadas (g),1.1,1.3
Código: 1885303,Salsa Blanca Sacla Vegana Lasaña 350 ml,Grasas Monoinsaturadas (g),2.6,3
Código: 1885303,Salsa Blanca Sacla Vegana Lasaña 350 ml,Grasas Poliinsaturadas (g),5.4,6.3
Código: 1885303,Salsa Blanca Sacla Vegana Lasaña 350 ml,Grasas trans (g),0.02,0
Código: 1885303,Salsa Blanca Sacla Vegana Lasaña 350 ml,Colesterol (mg),0,0
Código: 1885303,Salsa Blanca Sacla Vegana Lasaña 350 ml,Hidratos de Carbono disponibles (g),6.1,7.1
Código: 1885303,Salsa Blanca Sacla Vegana Lasaña 350 ml,Azúcares totales (g),0,0
Código: 1885303,Salsa Blanca Sacla Vegana Lasaña 350 ml,Sodio (mg),273,319.4
Código: 1847850,Salsa de Tomate Sacla Parmigiana 350 g,Energía (kCal),104,121.7
Código: 1847850,Salsa de Tomate Sacla Parmigiana 350 g,Proteínas (g),3.1,3.6
Código: 1847850,Salsa de Tomate Sacla Parmigiana 350 g,Grasas Totales (g),7.2,8.4
Código: 1847850,Salsa de Tomate Sacla Parmigiana 350 g,Grasas Saturadas (g),1.5,1.8
Código: 1847850,Salsa de Tomate Sacla Parmigiana 350 g,Grasas Monoinsaturadas (g),2.3,2.7
Código: 1847850,Salsa de Tomate Sacla Parmigiana 350 g,Grasas Poliinsaturadas (g),3.4,4
Código: 1847850,Salsa de Tomate Sacla Parmigiana 350 g,Grasas trans (g),0.1,0.1
Código: 1847850,Salsa de Tomate Sacla Parmigiana 350 g,Colesterol (mg),4,4.7
Código: 1847850,Salsa de Tomate Sacla Parmigiana 350 g,Hidratos de Carbono disponibles (g),6.2,7.3
Código: 1847850,Salsa de Tomate Sacla Parmigiana 350 g,Azúcares totales (g),3.9,4.6
Código: 1847850,Salsa de Tomate Sacla Parmigiana 350 g,Sodio (mg),429,501.9
Código: 1756294,Salsa Pisto Helios Verdura Salteada 300 g,Energía (kCal),72,57.6
Código: 1756294,Salsa Pisto Helios Verdura Salteada 300 g,Proteínas (g),0.7,0.6
Código: 1756294,Salsa Pisto Helios Verdura Salteada 300 g,Grasas Totales (g),3.1,2.5
Código: 1756294,Salsa Pisto Helios Verdura Salteada 300 g,Hidratos de Carbono disponibles (g),10.1,8.1
Código: 1756294,Salsa Pisto Helios Verdura Salteada 300 g,Azúcares totales (g),6.7,5.4
Código: 1756294,Salsa Pisto Helios Verdura Salteada 300 g,Sodio (mg),480,384
Código: 1708082,Spaguetti integral orgánico 500 g,Energía (kCal),357,285.6
Código: 1708082,Spaguetti integral orgánico 500 g,Proteínas (g),12,9.6
Código: 1708082,Spaguetti integral orgánico 500 g,Grasas Totales (g),2.5,2
Código: 1708082,Spaguetti integral orgánico 500 g,Hidratos de Carbono disponibles (g),67,53.6
Código: 1708082,Spaguetti integral orgánico 500 g,Azúcares totales (g),3.6,2.9
Código: 1708082,Spaguetti integral orgánico 500 g,Fibra (g),9.2,7.4
Código: 1708082,Spaguetti integral orgánico 500 g,Sodio (mg),10,8
Código: 1683858,Tagliatelle Extra Di Lusso 250 g,Energía (kCal),362,289.6
Código: 1683858,Tagliatelle Extra Di Lusso 250 g,Proteínas (g),15,12
Código: 1683858,Tagliatelle Extra Di Lusso 250 g,Grasas Totales (g),3.5,2.8
Código: 1683858,Tagliatelle Extra Di Lusso 250 g,Hidratos de Carbono disponibles (g),66,52.8
Código: 1683858,Tagliatelle Extra Di Lusso 250 g,Azúcares totales (g),3,2.4
Código: 1683858,Tagliatelle Extra Di Lusso 250 g,Sodio (mg),39,31.2
Código: 1683857,Caracol XL Extra Di Lusso 500 g,Energía (kCal),351,280.8
Código: 1683857,Caracol XL Extra Di Lusso 500 g,Proteínas (g),14,11.2
Código: 1683857,Caracol XL Extra Di Lusso 500 g,Grasas Totales (g),1,0.8
Código: 1683857,Caracol XL Extra Di Lusso 500 g,Hidratos de Carbono disponibles (g),70,56
Código: 1683857,Caracol XL Extra Di Lusso 500 g,Azúcares totales (g),4,3.2
Código: 1683857,Caracol XL Extra Di Lusso 500 g,Sodio (mg),8,6.4
Código: 266137,Jugo de Verduras V8 100 % Natural Lata 340 cc,Energía (kCal),16,32
Código: 266137,Jugo de Verduras V8 100 % Natural Lata 340 cc,Proteínas (g),1,2
