Codigo Producto,Nombre Producto,Nutriente,Valor por 100g,Valor por porcion
Código: 1939803,Pasta Pantrucas N°30 Carozzi 250 g,Grasas Saturadas (g),0.3,0.1
Código: 1939803,Pasta Pantrucas N°30 Carozzi 250 g,Grasas Monoinsaturadas (g),0.3,0.1
Código: 1939803,Pasta Pantrucas N°30 Carozzi 250 g,Grasas Poliinsaturadas (g),0.9,0.3
Código: 1939803,Pasta Pantrucas N°30 Carozzi 250 g,Grasas trans (g),0,0
Código: 1939803,Pasta Pantrucas N°30 Carozzi 250 g,Colesterol (mg),0,0
Código: 1939803,Pasta Pantrucas N°30 Carozzi 250 g,Hidratos de Carbono disponibles (g),65.5,24.6
Código: 1939803,Pasta Pantrucas N°30 Carozzi 250 g,Azúcares totales (g),4,1.5
Código: 1939803,Pasta Pantrucas N°30 Carozzi 250 g,Fibra (g),4.7,1.8
Código: 1939803,Pasta Pantrucas N°30 Carozzi 250 g,Sodio (mg),5,1.9
Código: 1931184,Pasta Penne Quinoa 350 g,Energía (kCal),375,328.1
Código: 1931184,Pasta Penne Quinoa 350 g,Proteínas (g),8.2,7.2
Código: 1931184,Pasta Penne Quinoa 350 g,Grasas Totales (g),1.3,1.1
Código: 1931184,Pasta Penne Quinoa 350 g,Hidratos de Carbono disponibles (g),80.2,70.2
Código: 1931184,Pasta Penne Quinoa 350 g,Azúcares totales (g),4.2,3.7
Código: 1931184,Pasta Penne Quinoa 350 g,Sodio (mg),1.1,1
Código: 1898262,Gnocchi La Molisana Papa Espinaca 500 g,Energía (kCal),166,132.8
Código: 1898262,Gnocchi La Molisana Papa Espinaca 500 g,Proteínas (g),4.1,3.3
Código: 1898262,Gnocchi La Molisana Papa Espinaca 500 g,Grasas Totales (g),0.94,0.8
Código: 1898262,Gnocchi La Molisana Papa Espinaca 500 g,Hidratos de Carbono disponibles (g),34,27.2
Código: 1898262,Gnocchi La Molisana Papa Espinaca 500 g,Azúcares totales (g),0.1,0.1
Código: 1898262,Gnocchi La Molisana Papa Espinaca 500 g,Sodio (mg),200,160
Código: 1870149,Tallarín Vitaminizado 400 g,Energía (kCal),341,272.8
Código: 1870149,Tallarín Vitaminizado 400 g,Proteínas (g),11.9,9.5
Código: 1870149,Tallarín Vitaminizado 400 g,Grasas Totales (g),2,1.6
Código: 1870149,Tallarín Vitaminizado 400 g,Hidratos de Carbono disponibles (g),68.9,55.1
Código: 1870149,Tallarín Vitaminizado 400 g,Azúcares totales (g),4.6,3.7
Código: 1870149,Tallarín Vitaminizado 400 g,Sodio (mg),13.7,11
Código: 1870153,Canutos Vitaminizados 400 g,Energía (kCal),341,272.8
Código: 1870153,Canutos Vitaminizados 400 g,Proteínas (g),11.9,9.5
Código: 1870153,Canutos Vitaminizados 400 g,Grasas Totales (g),2,1.6
Código: 1870153,Canutos Vitaminizados 400 g,Hidratos de Carbono disponibles (g),68.9,55.1
Código: 1870153,Canutos Vitaminizados 400 g,Azúcares totales (g),4.6,3.7
Código: 1870153,Canutos Vitaminizados 400 g,Sodio (mg),13.7,11
Código: 1884832,Lucchettini Tr3S Mini Corbatas 400 g,Energía (kCal),340,272
Código: 1884832,Lucchettini Tr3S Mini Corbatas 400 g,Proteínas (g),12.4,9.9
Código: 1884832,Lucchettini Tr3S Mini Corbatas 400 g,Grasas Totales (g),3,2.4
Código: 1884832,Lucchettini Tr3S Mini Corbatas 400 g,Hidratos de Carbono disponibles (g),72,57.6
Código: 1884832,Lucchettini Tr3S Mini Corbatas 400 g,Azúcares totales (g),7,5.6
Código: 1884832,Lucchettini Tr3S Mini Corbatas 400 g,Fibra (g),5,4
Código: 1884832,Lucchettini Tr3S Mini Corbatas 400 g,Sodio (mg),14,11.2
Código: 1884830,Lucchettini Tr3S Mini Ruedas 400 g,Energía (kCal),340,272
Código: 1884830,Lucchettini Tr3S Mini Ruedas 400 g,Proteínas (g),12.4,9.9
Código: 1884830,Lucchettini Tr3S Mini Ruedas 400 g,Grasas Totales (g),3,2.4
Código: 1884830,Lucchettini Tr3S Mini Ruedas 400 g,Hidratos de Carbono disponibles (g),72,57.6
Código: 1884830,Lucchettini Tr3S Mini Ruedas 400 g,Azúcares totales (g),7,5.6
Código: 1884830,Lucchettini Tr3S Mini Ruedas 400 g,Fibra (g),5,4
Código: 1884830,Lucchettini Tr3S Mini Ruedas 400 g,Sodio (mg),14,11.2
Código: 1847847,Salsa de Tomate Sacla Napolitana 350 g,Energía (kCal),133,155.6
Código: 1847847,Salsa de Tomate Sacla Napolitana 350 g,Proteínas (g),1.5,1.8
Código: 1847847,Salsa de Tomate Sacla Napolitana 350 g,Grasas Totales (g),11,12.9
Código: 1847847,Salsa de Tomate Sacla Napolitana 350 g,Grasas Saturadas (g),1.2,1.4
Código: 1847847,Salsa de Tomate Sacla Napolitana 350 g,Grasas Monoinsaturadas (g),3.1,3.6
Código: 1847847,Salsa de Tomate Sacla Napolitana 350 g,Grasas Poliinsaturadas (g),5.7,6.7
Código: 1847847,Salsa de Tomate Sacla Napolitana 350 g,Grasas trans (g),0,0
Código: 1847847,Salsa de Tomate Sacla Napolitana 350 g,Colesterol (mg),0.1,0.1
Código: 1847847,Salsa de Tomate Sacla Napolitana 350 g,Hidratos de Carbono disponibles (g),5.8,6.8
Código: 1847847,Salsa de Tomate Sacla Napolitana 350 g,Azúcares totales (g),5.3,6.2
Código: 1847847,Salsa de Tomate Sacla Napolitana 350 g,Sodio (mg),273,319.4
Código: 1822851,Crema Vilay Clásica 200 ml,Energía (kCal),187,37.4
Código: 1822851,Crema Vilay Clásica 200 ml,Proteínas (g),2,0.4
Código: 1822851,Crema Vilay Clásica 200 ml,Grasas Totales (g),19.5,3.9
Código: 1822851,Crema Vilay Clásica 200 ml,Grasas Saturadas (g),18.7,3.7
Código: 1822851,Crema Vilay Clásica 200 ml,Grasas Monoinsaturadas (g),0.2,0
Código: 1822851,Crema Vilay Clásica 200 ml,Grasas Poliinsaturadas (g),0.3,0.1
Código: 1822851,Crema Vilay Clásica 200 ml,Grasas trans (g),0.2,0
Código: 1822851,Crema Vilay Clásica 200 ml,Colesterol (mg),0.2,0
Código: 1822851,Crema Vilay Clásica 200 ml,Hidratos de Carbono disponibles (g),3.1,0.6
Código: 1822851,Crema Vilay Clásica 200 ml,Azúcares totales (g),2.8,0.6
Código: 1822851,Crema Vilay Clásica 200 ml,Sodio (mg),82,16.4
Código: 1840343,Pasta Orzo Al Bronzo La Molisana 450 g,Energía (kCal),353,317.7
Código: 1840343,Pasta Orzo Al Bronzo La Molisana 450 g,Proteínas (g),14.5,13.1
Código: 1840343,Pasta Orzo Al Bronzo La Molisana 450 g,Grasas Totales (g),1,0.9
Código: 1840343,Pasta Orzo Al Bronzo La Molisana 450 g,Hidratos de Carbono disponibles (g),72,64.8
Código: 1840343,Pasta Orzo Al Bronzo La Molisana 450 g,Azúcares totales (g),3,2.7
Código: 1840343,Pasta Orzo Al Bronzo La Molisana 450 g,Sodio (mg),8,7.2
Código: 1836245,Pasta de Arroz Trattoria 250 g,Energía (kCal),353,282.4
Código: 1836245,Pasta de Arroz Trattoria 250 g,Proteínas (g),6.9,5.5
Código: 1836245,Pasta de Arroz Trattoria 250 g,Grasas Totales (g),0.7,0.6
Código: 1836245,Pasta de Arroz Trattoria 250 g,Grasas Saturadas (g),0.3,0.2
Código: 1836245,Pasta de Arroz Trattoria 250 g,Grasas Monoinsaturadas (g),0,0
Código: 1836245,Pasta de Arroz Trattoria 250 g,Grasas Poliinsaturadas (g),0,0
Código: 1836245,Pasta de Arroz Trattoria 250 g,Grasas trans (g),0,0
Código: 1836245,Pasta de Arroz Trattoria 250 g,Colesterol (mg),0,0
Código: 1836245,Pasta de Arroz Trattoria 250 g,Hidratos de Carbono disponibles (g),79.6,63.7
Código: 1836245,Pasta de Arroz Trattoria 250 g,Azúcares totales (g),0,0
Código: 1836245,Pasta de Arroz Trattoria 250 g,Fibra (g),1.2,1
Código: 1836245,Pasta de Arroz Trattoria 250 g,Sodio (mg),11,8.8
Código: 1774593,Pasta Multicereal Wakas Quinoa 250 g,Energía (kCal),363,290.4
Código: 1774593,Pasta Multicereal Wakas Quinoa 250 g,Proteínas (g),8,6.4
Código: 1774593,Pasta Multicereal Wakas Quinoa 250 g,Grasas Totales (g),1,0.8
Código: 1774593,Pasta Multicereal Wakas Quinoa 250 g,Hidratos de Carbono disponibles (g),80.2,64.2
Código: 1774593,Pasta Multicereal Wakas Quinoa 250 g,Azúcares totales (g),0,0
Código: 1774593,Pasta Multicereal Wakas Quinoa 250 g,Sodio (mg),0,0
Código: 1700098,Fideos Instantáneos Exotic Food 300 g,Energía (kCal),453,453
Código: 1700098,Fideos Instantáneos Exotic Food 300 g,Proteínas (g),10,10
Código: 1700098,Fideos Instantáneos Exotic Food 300 g,Grasas Totales (g),17,17
Código: 1700098,Fideos Instantáneos Exotic Food 300 g,Grasas Saturadas (g),9,9
Código: 1700098,Fideos Instantáneos Exotic Food 300 g,Grasas Monoinsaturadas (g),5.9,5.9
Código: 1700098,Fideos Instantáneos Exotic Food 300 g,Grasas Poliinsaturadas (g),2.4,2.4
Código: 1700098,Fideos Instantáneos Exotic Food 300 g,Grasas trans (g),0.1,0.1
Código: 1700098,Fideos Instantáneos Exotic Food 300 g,Colesterol (mg),0,0
Código: 1700098,Fideos Instantáneos Exotic Food 300 g,Hidratos de Carbono disponibles (g),65,65
Código: 1700098,Fideos Instantáneos Exotic Food 300 g,Azúcares totales (g),0,0
Código: 1700098,Fideos Instantáneos Exotic Food 300 g,Sodio (mg),530,530
Código: 1745556,Corbatas Integrales Lucchetti 400 g,Energía (kCal),321,256.8
Código: 1745556,Corbatas Integrales Lucchetti 400 g,Proteínas (g),13,10.4
Código: 1745556,Corbatas Integrales Lucchetti 400 g,Grasas Totales (g),3,2.4
Código: 1745556,Corbatas Integrales Lucchetti 400 g,Hidratos de Carbono disponibles (g),67,53.6
Código: 1745556,Corbatas Integrales Lucchetti 400 g,Azúcares totales (g),4,3.2
Código: 1745556,Corbatas Integrales Lucchetti 400 g,Fibra (g),9,7.2
Código: 1745556,Corbatas Integrales Lucchetti 400 g,Sodio (mg),5,4
Código: 1742188,Farfalle La Molisana Integral 500 g,Energía (kCal),353,282.4
Código: 1742188,Farfalle La Molisana Integral 500 g,Proteínas (g),15,12
Código: 1742188,Farfalle La Molisana Integral 500 g,Grasas Totales (g),2,1.6
Código: 1742188,Farfalle La Molisana Integral 500 g,Hidratos de Carbono disponibles (g),45.6,36.5
Código: 1742188,Farfalle La Molisana Integral 500 g,Azúcares totales (g),3.3,2.6
Código: 1742188,Farfalle La Molisana Integral 500 g,Fibra (g),8,6.4
Código: 1742188,Farfalle La Molisana Integral 500 g,Sodio (mg),32,25.6
Código: 1683864,Fusilli La Molisana Sin Gluten 400 g,Energía (kCal),356,356
Código: 1683864,Fusilli La Molisana Sin Gluten 400 g,Proteínas (g),7.6,7.6
Código: 1683864,Fusilli La Molisana Sin Gluten 400 g,Grasas Totales (g),2,2
Código: 1683864,Fusilli La Molisana Sin Gluten 400 g,Hidratos de Carbono disponibles (g),75.9,75.9
Código: 1683864,Fusilli La Molisana Sin Gluten 400 g,Azúcares totales (g),0.4,0.4
Código: 1683864,Fusilli La Molisana Sin Gluten 400 g,Sodio (mg),4,4
Código: 1582256,Sugo Al Arrabbiata Barilla 400 g,Energía (kCal),64,64
Código: 1582256,Sugo Al Arrabbiata Barilla 400 g,Proteínas (g),1.4,1.4
Código: 1582256,Sugo Al Arrabbiata Barilla 400 g,Grasas Totales (g),3.1,3.1
Código: 1582256,Sugo Al Arrabbiata Barilla 400 g,Grasas Saturadas (g),0.3,0.3
Código: 1582256,Sugo Al Arrabbiata Barilla 400 g,Grasas Monoinsaturadas (g),2.5,2.5
Código: 1582256,Sugo Al Arrabbiata Barilla 400 g,Grasas Poliinsaturadas (g),0.3,0.3
Código: 1582256,Sugo Al Arrabbiata Barilla 400 g,Grasas trans (g),0.1,0.1
Código: 1582256,Sugo Al Arrabbiata Barilla 400 g,Colesterol (mg),1,1
Código: 1582256,Sugo Al Arrabbiata Barilla 400 g,Hidratos de Carbono disponibles (g),6.9,6.9
Código: 1582256,Sugo Al Arrabbiata Barilla 400 g,Azúcares totales (g),5,5
Código: 1582256,Sugo Al Arrabbiata Barilla 400 g,Sodio (mg),950,950
Código: 1408076,Tagliatelle Al Nido Barilla 500 g,Energía (kCal),359,287.2
Código: 1408076,Tagliatelle Al Nido Barilla 500 g,Proteínas (g),13,10.4
Código: 1408076,Tagliatelle Al Nido Barilla 500 g,Grasas Totales (g),2,1.6
Código: 1408076,Tagliatelle Al Nido Barilla 500 g,Hidratos de Carbono disponibles (g),71,56.8
Código: 1408076,Tagliatelle Al Nido Barilla 500 g,Azúcares totales (g),3.5,2.8
Código: 1408076,Tagliatelle Al Nido Barilla 500 g,Sodio (mg),13,10.4
Código: 1561737,Salsa Bolognesa Carozzi Lista 200 g,Energía (kCal),80,32
Código: 1561737,Salsa Bolognesa Carozzi Lista 200 g,Proteínas (g),3.9,1.6
Código: 1561737,Salsa Bolognesa Carozzi Lista 200 g,Grasas Totales (g),2.7,1.1
Código: 1561737,Salsa Bolognesa Carozzi Lista 200 g,Hidratos de Carbono disponibles (g),10.1,4
Código: 1561737,Salsa Bolognesa Carozzi Lista 200 g,Azúcares totales (g),6.5,2.6
Código: 1561737,Salsa Bolognesa Carozzi Lista 200 g,Sodio (mg),328,131.2
Código: 676290,Pasta Dedalito N°27 Carozzi 250 g,Energía (kCal),338,84.5
Código: 676290,Pasta Dedalito N°27 Carozzi 250 g,Proteínas (g),11,2.8
Código: 676290,Pasta Dedalito N°27 Carozzi 250 g,Grasas Totales (g),2,0.5
Código: 676290,Pasta Dedalito N°27 Carozzi 250 g,Grasas Saturadas (g),0.5,0.1
Código: 676290,Pasta Dedalito N°27 Carozzi 250 g,Grasas Monoinsaturadas (g),0.3,0.1
Código: 676290,Pasta Dedalito N°27 Carozzi 250 g,Grasas Poliinsaturadas (g),1.2,0.3
Código: 676290,Pasta Dedalito N°27 Carozzi 250 g,Grasas trans (g),0,0
Código: 676290,Pasta Dedalito N°27 Carozzi 250 g,Colesterol (mg),0,0
Código: 676290,Pasta Dedalito N°27 Carozzi 250 g,Hidratos de Carbono disponibles (g),69,17.3
Código: 676290,Pasta Dedalito N°27 Carozzi 250 g,Azúcares totales (g),4,1
Código: 676290,Pasta Dedalito N°27 Carozzi 250 g,Fibra (g),3.9,1
Código: 676290,Pasta Dedalito N°27 Carozzi 250 g,Sodio (mg),5,1.3
Código: 1651241,Spaghetti N°5 Lucchetti Integrales 400 g,Energía (kCal),321,256.8
Código: 1651241,Spaghetti N°5 Lucchetti Integrales 400 g,Proteínas (g),13,10.4
Código: 1651241,Spaghetti N°5 Lucchetti Integrales 400 g,Grasas Totales (g),3,2.4
Código: 1651241,Spaghetti N°5 Lucchetti Integrales 400 g,Hidratos de Carbono disponibles (g),67,53.6
Código: 1651241,Spaghetti N°5 Lucchetti Integrales 400 g,Azúcares totales (g),4,3.2
Código: 1651241,Spaghetti N°5 Lucchetti Integrales 400 g,Fibra (g),9,7.2
Código: 1651241,Spaghetti N°5 Lucchetti Integrales 400 g,Sodio (mg),5,4
Código: 1261547,Caracoles Al Queso Lucchetti 296 g,Energía (kCal),339,250.9
Código: 1261547,Caracoles Al Queso Lucchetti 296 g,Proteínas (g),9.7,7.2
Código: 1261547,Caracoles Al Queso Lucchetti 296 g,Grasas Totales (g),3.2,2.4
Código: 1261547,Caracoles Al Queso Lucchetti 296 g,Grasas Saturadas (g),0.1,0.1
Código: 1261547,Caracoles Al Queso Lucchetti 296 g,Grasas Monoinsaturadas (g),0.8,0.6
Código: 1261547,Caracoles Al Queso Lucchetti 296 g,Grasas Poliinsaturadas (g),2.2,1.6
Código: 1261547,Caracoles Al Queso Lucchetti 296 g,Grasas trans (g),0,0
Código: 1261547,Caracoles Al Queso Lucchetti 296 g,Colesterol (mg),0,0
Código: 1261547,Caracoles Al Queso Lucchetti 296 g,Hidratos de Carbono disponibles (g),70,51.8
Código: 1261547,Caracoles Al Queso Lucchetti 296 g,Azúcares totales (g),4.9,3.6
Código: 1261547,Caracoles Al Queso Lucchetti 296 g,Sodio (mg),648,479.5
Código: 670063,Spaghetti N°5 Lucchetti Tr3S 400 g,Energía (kCal),340,272
Código: 670063,Spaghetti N°5 Lucchetti Tr3S 400 g,Proteínas (g),12.4,9.9
Código: 670063,Spaghetti N°5 Lucchetti Tr3S 400 g,Grasas Totales (g),3,2.4
Código: 670063,Spaghetti N°5 Lucchetti Tr3S 400 g,Colesterol (mg),0,0
Código: 670063,Spaghetti N°5 Lucchetti Tr3S 400 g,Hidratos de Carbono disponibles (g),72,57.6
Código: 670063,Spaghetti N°5 Lucchetti Tr3S 400 g,Azúcares totales (g),7,5.6
Código: 670063,Spaghetti N°5 Lucchetti Tr3S 400 g,Fibra (g),5,4
Código: 670063,Spaghetti N°5 Lucchetti Tr3S 400 g,Sodio (mg),14,11.2
Código: 376688,Tomates Pelados Centauro Enteros 1950 g drenado,Energía (kCal),18,15.3
Código: 376688,Tomates Pelados Centauro Enteros 1950 g drenado,Proteínas (g),0.8,0.7
Código: 376688,Tomates Pelados Centauro Enteros 1950 g drenado,Grasas Totales (g),0.4,0.3
Código: 376688,Tomates Pelados Centauro Enteros 1950 g drenado,Hidratos de Carbono disponibles (g),3.2,2.7
Código: 376688,Tomates Pelados Centauro Enteros 1950 g drenado,Azúcares totales (g),2.9,2.5
Código: 376688,Tomates Pelados Centauro Enteros 1950 g drenado,Sodio (mg),67.8,57.6
Código: 1387567,Pasta de Arroz Blue Dragon Twist 250 g,Energía (kCal),362,289.6
Código: 1387567,Pasta de Arroz Blue Dragon Twist 250 g,Proteínas (g),5.5,4.4
Código: 1387567,Pasta de Arroz Blue Dragon Twist 250 g,Grasas Totales (g),1.6,1.3
Código: 1387567,Pasta de Arroz Blue Dragon Twist 250 g,Grasas trans (g),0,0
Código: 1387567,Pasta de Arroz Blue Dragon Twist 250 g,Colesterol (mg),0,0
Código: 1387567,Pasta de Arroz Blue Dragon Twist 250 g,Hidratos de Carbono disponibles (g),81.3,65
Código: 1387567,Pasta de Arroz Blue Dragon Twist 250 g,Azúcares totales (g),0,0
Código: 1387567,Pasta de Arroz Blue Dragon Twist 250 g,Sodio (mg),15,12
Código: 1700096,Pasta Nidos Trattoria Fettuccine 400 g,Energía (kCal),338,270.4
Código: 1700096,Pasta Nidos Trattoria Fettuccine 400 g,Proteínas (g),11,8.8
Código: 1700096,Pasta Nidos Trattoria Fettuccine 400 g,Grasas Totales (g),2,1.6
Código: 1700096,Pasta Nidos Trattoria Fettuccine 400 g,Grasas Saturadas (g),0.5,0.4
Código: 1700096,Pasta Nidos Trattoria Fettuccine 400 g,Grasas Monoinsaturadas (g),0.3,0.2
Código: 1700096,Pasta Nidos Trattoria Fettuccine 400 g,Grasas Poliinsaturadas (g),1.2,1
Código: 1700096,Pasta Nidos Trattoria Fettuccine 400 g,Grasas trans (g),0,0
Código: 1700096,Pasta Nidos Trattoria Fettuccine 400 g,Colesterol (mg),0,0
Código: 1700096,Pasta Nidos Trattoria Fettuccine 400 g,Hidratos de Carbono disponibles (g),68.9,55.1
Código: 1700096,Pasta Nidos Trattoria Fettuccine 400 g,Azúcares totales (g),4,3.2
Código: 1700096,Pasta Nidos Trattoria Fettuccine 400 g,Fibra (g),3.9,3.1
Código: 1700096,Pasta Nidos Trattoria Fettuccine 400 g,Sodio (mg),5,4
Código: 267412,Salsa de Tomates Talliani Premium Champiñón 285 g,Energía (kCal),67,26.8
Código: 267412,Salsa de Tomates Talliani Premium Champiñón 285 g,Proteínas (g),2,0.8
Código: 267412,Salsa de Tomates Talliani Premium Champiñón 285 g,Grasas Totales (g),1.6,0.6
Código: 267412,Salsa de Tomates Talliani Premium Champiñón 285 g,Hidratos de Carbono disponibles (g),10.4,4.2
Código: 267412,Salsa de Tomates Talliani Premium Champiñón 285 g,Azúcares totales (g),5.9,2.4
Código: 267412,Salsa de Tomates Talliani Premium Champiñón 285 g,Sodio (mg),330,132
Código: 498225001,Salsa de Tomate Maggi Tuco con Pollo 245 g,Energía (kCal),93,56.7
Código: 498225001,Salsa de Tomate Maggi Tuco con Pollo 245 g,Proteínas (g),3,1.8
Código: 498225001,Salsa de Tomate Maggi Tuco con Pollo 245 g,Grasas Totales (g),5.9,3.6
Código: 498225001,Salsa de Tomate Maggi Tuco con Pollo 245 g,Grasas Saturadas (g),1.1,0.7
Código: 498225001,Salsa de Tomate Maggi Tuco con Pollo 245 g,Grasas Monoinsaturadas (g),1.6,1
Código: 498225001,Salsa de Tomate Maggi Tuco con Pollo 245 g,Grasas Poliinsaturadas (g),0.7,0.4
Código: 498225001,Salsa de Tomate Maggi Tuco con Pollo 245 g,Grasas trans (g),0.1,0.1
Código: 498225001,Salsa de Tomate Maggi Tuco con Pollo 245 g,Colesterol (mg),8,4.9
Código: 498225001,Salsa de Tomate Maggi Tuco con Pollo 245 g,Hidratos de Carbono disponibles (g),7,4.3
Código: 498225001,Salsa de Tomate Maggi Tuco con Pollo 245 g,Azúcares totales (g),5.1,3.1
Código: 498225001,Salsa de Tomate Maggi Tuco con Pollo 245 g,Sodio (mg),310,189.1
Código: 592100,Salsa de Tomates Lucchetti Natural Doypack 200 g,Energía (kCal),61,24.4
Código: 592100,Salsa de Tomates Lucchetti Natural Doypack 200 g,Proteínas (g),1.2,0.5
Código: 592100,Salsa de Tomates Lucchetti Natural Doypack 200 g,Grasas Totales (g),0,0
Código: 592100,Salsa de Tomates Lucchetti Natural Doypack 200 g,Hidratos de Carbono disponibles (g),12.6,5
Código: 592100,Salsa de Tomates Lucchetti Natural Doypack 200 g,Azúcares totales (g),8.4,3.4
Código: 592100,Salsa de Tomates Lucchetti Natural Doypack 200 g,Sodio (mg),350,140
Código: 265812,Fideos de Porotos Vermicelli Bolsa 200 g,Energía (kCal),320,160
Código: 265812,Fideos de Porotos Vermicelli Bolsa 200 g,Proteínas (g),2,1
Código: 265812,Fideos de Porotos Vermicelli Bolsa 200 g,Grasas Totales (g),0,0
Código: 265812,Fideos de Porotos Vermicelli Bolsa 200 g,Hidratos de Carbono disponibles (g),84,42
Código: 265812,Fideos de Porotos Vermicelli Bolsa 200 g,Azúcares totales (g),0,0
Código: 265812,Fideos de Porotos Vermicelli Bolsa 200 g,Sodio (mg),22,11
Código: 267624,Tallarín N°78 Lucchetti 400 g,Energía (kCal),338,270.4
Código: 267624,Tallarín N°78 Lucchetti 400 g,Proteínas (g),10,8
Código: 267624,Tallarín N°78 Lucchetti 400 g,Grasas Totales (g),3,2.4
Código: 267624,Tallarín N°78 Lucchetti 400 g,Grasas Saturadas (g),0,0
Código: 267624,Tallarín N°78 Lucchetti 400 g,Grasas Monoinsaturadas (g),0.7,0.6
Código: 267624,Tallarín N°78 Lucchetti 400 g,Grasas Poliinsaturadas (g),2.3,1.8
Código: 267624,Tallarín N°78 Lucchetti 400 g,Grasas trans (g),0,0
Código: 267624,Tallarín N°78 Lucchetti 400 g,Colesterol (mg),0,0
Código: 267624,Tallarín N°78 Lucchetti 400 g,Hidratos de Carbono disponibles (g),70,56
Código: 267624,Tallarín N°78 Lucchetti 400 g,Azúcares totales (g),4,3.2
Código: 267624,Tallarín N°78 Lucchetti 400 g,Fibra (g),3.5,2.8
Código: 267624,Tallarín N°78 Lucchetti 400 g,Sodio (mg),5,4
Código: 267106,Quífaros Lucchetti 400 g,Energía (kCal),338,270.4
Código: 267106,Quífaros Lucchetti 400 g,Proteínas (g),10,8
Código: 267106,Quífaros Lucchetti 400 g,Grasas Totales (g),3,2.4
Código: 267106,Quífaros Lucchetti 400 g,Grasas Saturadas (g),0,0
Código: 267106,Quífaros Lucchetti 400 g,Grasas Monoinsaturadas (g),0.7,0.6
Código: 267106,Quífaros Lucchetti 400 g,Grasas Poliinsaturadas (g),2.3,1.8
Código: 267106,Quífaros Lucchetti 400 g,Grasas trans (g),0,0
Código: 267106,Quífaros Lucchetti 400 g,Colesterol (mg),0,0
Código: 267106,Quífaros Lucchetti 400 g,Hidratos de Carbono disponibles (g),70,56
Código: 267106,Quífaros Lucchetti 400 g,Azúcares totales (g),4,3.2
Código: 267106,Quífaros Lucchetti 400 g,Fibra (g),3.5,2.8
Código: 267106,Quífaros Lucchetti 400 g,Sodio (mg),5,4
Código: 266205,Lasaña Precocida Lucchetti 200 g,Energía (kCal),338,135.2
Código: 266205,Lasaña Precocida Lucchetti 200 g,Proteínas (g),10,4
Código: 266205,Lasaña Precocida Lucchetti 200 g,Grasas Totales (g),3,1.2
Código: 266205,Lasaña Precocida Lucchetti 200 g,Hidratos de Carbono disponibles (g),70,28
Código: 266205,Lasaña Precocida Lucchetti 200 g,Azúcares totales (g),2,0.8
Código: 266205,Lasaña Precocida Lucchetti 200 g,Sodio (mg),5,2
Código: 265825,Gnocchi de Papa Divella 500 g,Energía (kCal),158,158
Código: 265825,Gnocchi de Papa Divella 500 g,Proteínas (g),5.2,5.2
Código: 265825,Gnocchi de Papa Divella 500 g,Grasas Totales (g),0.4,0.4
Código: 265825,Gnocchi de Papa Divella 500 g,Hidratos de Carbono disponibles (g),33,33
Código: 265825,Gnocchi de Papa Divella 500 g,Azúcares totales (g),0.1,0.1
Código: 265825,Gnocchi de Papa Divella 500 g,Sodio (mg),560,560
Código: 267616,Pasta Tallarin N°87 Carozzi 1 kg,Energía (kCal),338,270.4
Código: 267616,Pasta Tallarin N°87 Carozzi 1 kg,Proteínas (g),11,8.8
Código: 267616,Pasta Tallarin N°87 Carozzi 1 kg,Grasas Totales (g),2,1.6
Código: 267616,Pasta Tallarin N°87 Carozzi 1 kg,Grasas Saturadas (g),0.5,0.4
Código: 267616,Pasta Tallarin N°87 Carozzi 1 kg,Grasas trans (g),0,0
Código: 267616,Pasta Tallarin N°87 Carozzi 1 kg,Colesterol (mg),0,0
Código: 267616,Pasta Tallarin N°87 Carozzi 1 kg,Hidratos de Carbono disponibles (g),69,55.2
Código: 267616,Pasta Tallarin N°87 Carozzi 1 kg,Azúcares totales (g),4,3.2
Código: 267616,Pasta Tallarin N°87 Carozzi 1 kg,Fibra (g),3.9,3.1
Código: 267616,Pasta Tallarin N°87 Carozzi 1 kg,Sodio (mg),5,4
Código: 676289,Pasta Spaghetti Tricolor Carozzi 400 g,Energía (kCal),318,254.4
Código: 676289,Pasta Spaghetti Tricolor Carozzi 400 g,Proteínas (g),11.6,9.3
Código: 676289,Pasta Spaghetti Tricolor Carozzi 400 g,Grasas Totales (g),1.1,0.9
Código: 676289,Pasta Spaghetti Tricolor Carozzi 400 g,Grasas Saturadas (g),0.2,0.2
Código: 676289,Pasta Spaghetti Tricolor Carozzi 400 g,Grasas trans (g),0,0
Código: 676289,Pasta Spaghetti Tricolor Carozzi 400 g,Hidratos de Carbono disponibles (g),65.6,52.5
Código: 676289,Pasta Spaghetti Tricolor Carozzi 400 g,Azúcares totales (g),5.3,4.2
Código: 676289,Pasta Spaghetti Tricolor Carozzi 400 g,Fibra (g),4,3.2
Código: 676289,Pasta Spaghetti Tricolor Carozzi 400 g,Sodio (mg),21,16.8
Código: 267553,Pasta Spaghetti N°3 Carozzi 400 g,Energía (kCal),338,270.4
Código: 267553,Pasta Spaghetti N°3 Carozzi 400 g,Proteínas (g),11,8.8
Código: 267553,Pasta Spaghetti N°3 Carozzi 400 g,Grasas Totales (g),2,1.6
Código: 267553,Pasta Spaghetti N°3 Carozzi 400 g,Grasas Saturadas (g),0.5,0.4
Código: 267553,Pasta Spaghetti N°3 Carozzi 400 g,Grasas trans (g),0,0
Código: 267553,Pasta Spaghetti N°3 Carozzi 400 g,Colesterol (mg),0,0
